Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Sakesphorus luctuosus		isolate: B10K-DU-001-06, sex: female	419690	ASM1339669v1	GCA_013396695.1	GenBank	From INSDC submitter	Scaffold	84116	1080150879	2020-07-10	15814	PRJNA545868	SAMN12253769
Ciccaba nigrolineata		isolate: B10K-DU-001-07, sex: female	1118524	ASM1339671v1	GCA_013396715.1	GenBank	From INSDC submitter	Scaffold	52324	1188087058	2020-07-10	15524	PRJNA545868	SAMN12253770
Grallaria varia	variegated antpitta	isolate: B10K-DU-001-02, sex: female	117165	ASM1339673v1	GCA_013396735.1	GenBank	From INSDC submitter	Scaffold	64146	1056033657	2020-07-10	15487	PRJNA545868	SAMN12253766
Sclerurus mexicanus	tawny-throated leaftosser	isolate: B10K-DU-001-03, sex: female	265632	ASM1339675v1	GCA_013396755.1	GenBank	From INSDC submitter	Scaffold	128486	1046918217	2020-07-10	15594	PRJNA545868	SAMN12253767
Cephalopterus ornatus	amazonian umbrellabird	isolate: B10K-DU-001-01, sex: female	114276	ASM1339677v1	GCA_013396775.1	GenBank	From INSDC submitter	Scaffold	75604	1061560279	2020-07-10	15494	PRJNA545868	SAMN12253765
Dromaius novaehollandiae	emu	isolate: B10K-LSUMZ-23963, sex: female	8790	ASM1339679v1	GCA_013396795.1	GenBank	From INSDC submitter	Scaffold	86977	1200670988	2020-07-10	15115	PRJNA545868	SAMN12253764
Corythaeola cristata	great blue turaco	isolate: B10K-CU-031-40, sex: male	103954	ASM1339681v1	GCA_013396815.1	GenBank	From INSDC submitter	Scaffold	7216	1091055752	2020-07-10	13452	PRJNA545868	SAMN12253763
Psilopogon haemacephalus		isolate: B10K-DU-001-24, sex: female	2585815	ASM1339683v1	GCA_013396835.1	GenBank	From INSDC submitter	Scaffold	36269	1204560348	2020-07-10	15382	PRJNA545868	SAMN12253782
Hemiprocne comata		isolate: B10K-DU-001-23, sex: female	243314	ASM1339685v1	GCA_013396855.1	GenBank	From INSDC submitter	Scaffold	62389	1141196188	2020-07-10	15274	PRJNA545868	SAMN12253781
Vireo altiloquus	black-whiskered vireo	isolate: B10K-DU-001-22, sex: female	34956	ASM1339687v1	GCA_013396875.1	GenBank	From INSDC submitter	Scaffold	121572	1064977253	2020-07-10	16110	PRJNA545868	SAMN12253780
Loxia leucoptera	white-winged crossbill	isolate: B10K-DU-001-19, sex: female	96539	ASM1339689v1	GCA_013396895.1	GenBank	From INSDC submitter	Scaffold	96290	1027807383	2020-07-10	15803	PRJNA545868	SAMN12253777
Stercorarius parasiticus		isolate: B10K-DU-001-20, sex: female	54059	ASM1339691v1	GCA_013396915.1	GenBank	From INSDC submitter	Scaffold	107045	1159854254	2020-07-10	15710	PRJNA545868	SAMN12253778
Baryphthengus martii		isolate: B10K-DU-001-21, sex: female	176943	ASM1339693v1	GCA_013396935.1	GenBank	From INSDC submitter	Scaffold	70136	1100876976	2020-07-10	15154	PRJNA545868	SAMN12253779
Regulus satrapa	golden-crowned kinglet	isolate: B10K-DU-001-18, sex: female	13245	ASM1339695v1	GCA_013396955.1	GenBank	From INSDC submitter	Scaffold	28936	1011445235	2020-07-10	14668	PRJNA545868	SAMN12253776
Bucco capensis	collared puffbird	isolate: B10K-DU-001-16, sex: female	135168	ASM1339697v1	GCA_013396975.1	GenBank	From INSDC submitter	Scaffold	66968	988120178	2020-07-10	15880	PRJNA545868	SAMN12253774
Dicaeum eximium		isolate: B10K-DU-001-34, sex: female	667154	ASM1339699v1	GCA_013396995.1	GenBank	From INSDC submitter	Scaffold	117005	1015048105	2020-07-10	15738	PRJNA545868	SAMN12253792
Myiagra hebetior		isolate: B10K-DU-001-33, sex: female	381031	ASM1339701v1	GCA_013397015.1	GenBank	From INSDC submitter	Scaffold	66181	1049898355	2020-07-10	15674	PRJNA545868	SAMN12253791
Oceanodroma tethys	Wedge-rumped storm-petrel	isolate: B10K-DU-001-32, sex: female	79633	ASM1339702v1	GCA_013397025.1	GenBank	From INSDC submitter	Scaffold	54514	1189005779	2020-07-10	15643	PRJNA545868	SAMN12253790
Pachycephala philippinensis	yellow-belllied whistler	isolate: B10K-DU-001-28, sex: female	449367	ASM1339705v1	GCA_013397055.1	GenBank	From INSDC submitter	Scaffold	60658	1041722788	2020-07-10	15252	PRJNA545868	SAMN12253786
Rhabdornis inornatus		isolate: B10K-DU-001-29, sex: female	237438	ASM1339707v1	GCA_013397075.1	GenBank	From INSDC submitter	Scaffold	152176	1038144357	2020-07-10	16122	PRJNA545868	SAMN12253787
Sterrhoptilus dennistouni		isolate: B10K-DU-001-27, sex: female	2585820	ASM1339709v1	GCA_013397095.1	GenBank	From INSDC submitter	Scaffold	50778	1050381639	2020-07-10	15328	PRJNA545868	SAMN12253785
Edolisoma coerulescens		isolate: B10K-DU-001-25, sex: female	2585810	ASM1339711v1	GCA_013397115.1	GenBank	From INSDC submitter	Scaffold	131175	1042448157	2020-07-10	15773	PRJNA545868	SAMN12253783
Pachyramphus minor		isolate: B10K-DU-001-72, sex: female	369605	ASM1339713v1	GCA_013397135.1	GenBank	From INSDC submitter	Scaffold	89585	1054898176	2020-07-10	15567	PRJNA545868	SAMN12253822
Irena cyanogastra	fairy bluebird	isolate: B10K-DU-001-26, sex: female	175120	ASM1339715v1	GCA_013397155.1	GenBank	From INSDC submitter	Scaffold	128716	1036547706	2020-07-10	16049	PRJNA545868	SAMN12253784
Platysteira castanea		isolate: B10K-DU-001-71, sex: female	1160851	ASM1339717v1	GCA_013397175.1	GenBank	From INSDC submitter	Scaffold	84600	1058888301	2020-07-10	15818	PRJNA545868	SAMN12253821
Hylia prasina	green hylia	isolate: B10K-DU-001-70, sex: female	208073	ASM1339719v1	GCA_013397195.1	GenBank	From INSDC submitter	Scaffold	64125	1029027164	2020-07-10	15213	PRJNA545868	SAMN12253820
Cardinalis cardinalis	northern cardinal	isolate: B10K-DU-001-69, sex: female	98964	ASM1339721v1	GCA_013397215.1	GenBank	From INSDC submitter	Scaffold	90773	1037930431	2020-07-10	15586	PRJNA545868	SAMN12253819
Lanius ludovicianus		isolate: B10K-DU-001-65, sex: female	28713	ASM1339723v1	GCA_013397235.1	GenBank	From INSDC submitter	Scaffold	98065	1040379146	2020-07-10	15437	PRJNA545868	SAMN12253815
Thryothorus ludovicianus	Carolina wren	isolate: B10K-DU-001-68, sex: female	74200	ASM1339724v1	GCA_013397245.1	GenBank	From INSDC submitter	Scaffold	60402	1031447271	2020-07-10	15419	PRJNA545868	SAMN12253818
Burhinus bistriatus		isolate: B10K-DU-001-64, sex: female	240201	ASM1339727v1	GCA_013397275.1	GenBank	From INSDC submitter	Scaffold	46939	1208588303	2020-07-10	15874	PRJNA545868	SAMN12253814
Polioptila caerulea		isolate: B10K-DU-001-66, sex: female	66707	ASM1339729v1	GCA_013397295.1	GenBank	From INSDC submitter	Scaffold	50944	1038028908	2020-07-10	15263	PRJNA545868	SAMN12253816
Donacobius atricapilla		isolate: B10K-DU-001-63, sex: female	237420	ASM1339731v1	GCA_013397315.1	GenBank	From INSDC submitter	Scaffold	64871	1054188209	2020-07-10	15376	PRJNA545868	SAMN12253813
Leucopsar rothschildi	Bali myna	isolate: B10K-DU-002-02, sex: female	127929	ASM1339732v1	GCA_013397325.1	GenBank	From INSDC submitter	Scaffold	93565	1019064604	2020-07-10	15248	PRJNA545868	SAMN12253829
Motacilla alba	white wagtail	isolate: B10K-DU-001-75, sex: female	45807	ASM1339735v1	GCA_013397355.1	GenBank	From INSDC submitter	Scaffold	87013	1043123529	2020-07-10	15453	PRJNA545868	SAMN12253824
Toxostoma redivivum		isolate: B10K-DU-002-15, sex: female	99882	ASM1339737v1	GCA_013397375.1	GenBank	From INSDC submitter	Scaffold	88070	1032473302	2020-07-10	15934	PRJNA545868	SAMN12253839
Sinosuthora webbiana	crow tit	isolate: B10K-DU-002-08, sex: female	337173	ASM1339739v1	GCA_013397395.1	GenBank	From INSDC submitter	Scaffold	78603	1050295543	2020-07-10	16033	PRJNA545868	SAMN12253833
Neopipo cinnamomea		isolate: B10K-DU-004-15, sex: female	456388	ASM1339741v1	GCA_013397415.1	GenBank	From INSDC submitter	Scaffold	43146	1046027905	2020-07-10	15594	PRJNA545868	SAMN12253882
Erythrocercus mccallii		isolate: B10K-DU-002-60, sex: male	107208	ASM1339743v1	GCA_013397435.1	GenBank	From INSDC submitter	Scaffold	83996	1030110820	2020-07-10	15791	PRJNA545868	SAMN12253870
Crotophaga sulcirostris	groove-billed ani	isolate: B10K-DU-003-44, sex: male	33598	ASM1339745v1	GCA_013397455.1	GenBank	From INSDC submitter	Scaffold	83601	1077958271	2020-07-10	15262	PRJNA545868	SAMN12253881
Furnarius figulus		isolate: B10K-DU-003-06, sex: male	463165	ASM1339746v1	GCA_013397465.1	GenBank	From INSDC submitter	Scaffold	55547	1020012445	2020-07-10	15452	PRJNA545868	SAMN12253878
Mionectes macconnelli	McConnell's flycatcher	isolate: B10K-DU-003-16, sex: female	254557	ASM1339749v1	GCA_013397495.1	GenBank	From INSDC submitter	Scaffold	72805	1042002978	2020-07-10	15664	PRJNA545868	SAMN12253879
Upupa epops	Eurasian hoopoe	isolate: B10K-DU-012-37, sex: male	57439	ASM1339751v1	GCA_013397515.1	GenBank	From INSDC submitter	Scaffold	49406	972138363	2020-07-10	15122	PRJNA545868	SAMN12253908
Pterocles burchelli		isolate: B10K-DU-027-49	2585816	ASM1339753v1	GCA_013397535.1	GenBank	From INSDC submitter	Scaffold	43196	1101016587	2020-07-10	15378	PRJNA545868	SAMN12253932
Urocynchramus pylzowi		isolate: B10K-DU-012-38, sex: female	571890	ASM1339755v1	GCA_013397555.1	GenBank	From INSDC submitter	Scaffold	53989	1030914293	2020-07-10	15394	PRJNA545868	SAMN12253909
Ptilonorhynchus violaceus	satin bowerbird	isolate: B10K-DU-012-10, sex: female	28724	ASM1339756v1	GCA_013397565.1	GenBank	From INSDC submitter	Scaffold	120946	1057848093	2020-07-10	15687	PRJNA545868	SAMN12253905
Halcyon senegalensis		isolate: B10K-DU-024-03, sex: male	342381	ASM1339759v1	GCA_013397595.1	GenBank	From INSDC submitter	Scaffold	95631	1137736700	2020-07-10	15694	PRJNA545868	SAMN12253930
Eolophus roseicapilla	galah	isolate: B10K-DU-025-06, sex: female	176039	ASM1339761v1	GCA_013397615.1	GenBank	From INSDC submitter	Scaffold	21735	1065334762	2020-07-10	15243	PRJNA545868	SAMN12253931
Columbina picui	picui ground-dove	isolate: B10K-DU-021-26, sex: male	115618	ASM1339763v1	GCA_013397635.1	GenBank	From INSDC submitter	Scaffold	24994	1097919941	2020-07-10	14192	PRJNA545868	SAMN12253927
Chroicocephalus maculipennis	brown-hooded gull	isolate: B10K-DU-021-33, sex: female	287016	ASM1339765v1	GCA_013397655.1	GenBank	From INSDC submitter	Scaffold	39391	1151142299	2020-07-10	15490	PRJNA545868	SAMN12253928
Probosciger aterrimus	palm cockatoo	isolate: B10K-DU-017-47, sex: male	141839	ASM1339766v1	GCA_013397665.1	GenBank	From INSDC submitter	Scaffold	32274	1061537285	2020-07-10	15658	PRJNA545868	SAMN12253926
Centropus unirufus		isolate: B10K-DU-017-25, sex: female	1118519	ASM1339769v1	GCA_013397695.1	GenBank	From INSDC submitter	Scaffold	79469	1048837197	2020-07-10	15345	PRJNA545868	SAMN12253925
Calcarius ornatus		isolate: B10K-DU-015-28, sex: male	198940	ASM1339771v1	GCA_013397715.1	GenBank	From INSDC submitter	Scaffold	52433	1056295845	2020-07-10	15518	PRJNA545868	SAMN12253923
Rhagologus leucostigma		isolate: B10K-DU-029-40, sex: male	156170	ASM1339772v1	GCA_013397725.1	GenBank	From INSDC submitter	Scaffold	141346	1045193615	2020-07-10	15977	PRJNA545868	SAMN12253942
Cnemophilus loriae	Loria's bird-of-paradise	isolate: B10K-DU-029-38, sex: female	254448	ASM1339775v1	GCA_013397755.1	GenBank	From INSDC submitter	Scaffold	122939	1043492295	2020-07-10	15866	PRJNA545868	SAMN12253940
Eulacestoma nigropectus	wattled ploughbill	isolate: B10K-DU-029-39, sex: male	461239	ASM1339777v1	GCA_013397775.1	GenBank	From INSDC submitter	Scaffold	75916	1040437550	2020-07-10	16059	PRJNA545868	SAMN12253941
Orthonyx spaldingii	northern chowchilla	isolate: B10K-DU-029-32, sex: male	38397	ASM1339779v1	GCA_013397795.1	GenBank	From INSDC submitter	Scaffold	81405	1034662073	2020-07-10	15842	PRJNA545868	SAMN12253936
Aleadryas rufinucha	rufous-naped whistler	isolate: B10K-DU-029-36, sex: male	461220	ASM1339781v1	GCA_013397815.1	GenBank	From INSDC submitter	Scaffold	90297	1050107613	2020-07-10	15340	PRJNA545868	SAMN12253938
Onychorhynchus coronatus		isolate: B10K-DU-028-75, sex: female	360224	ASM1339782v1	GCA_013397825.1	GenBank	From INSDC submitter	Scaffold	96253	1072513727	2020-07-10	15806	PRJNA545868	SAMN12253933
Melanocharis versteri	Fan-tailed berrypecker	isolate: B10K-DU-029-37	254552	ASM1339784v1	GCA_013397845.1	GenBank	From INSDC submitter	Scaffold	103752	1030540361	2020-07-10	15648	PRJNA545868	SAMN12253939
Struthidea cinerea		isolate: B10K-DU-029-33, sex: male	181839	ASM1339786v1	GCA_013397865.1	GenBank	From INSDC submitter	Scaffold	74270	1042119318	2020-07-10	15788	PRJNA545868	SAMN12253937
Origma solitaria		isolate: B10K-DU-029-52, sex: male	720586	ASM1339789v1	GCA_013397895.1	GenBank	From INSDC submitter	Scaffold	99117	1033410747	2020-07-10	16053	PRJNA545868	SAMN12253952
Daphoenositta chrysoptera	varied sittella	isolate: B10K-DU-029-47, sex: male	254528	ASM1339791v1	GCA_013397915.1	GenBank	From INSDC submitter	Scaffold	79485	1033680849	2020-07-10	15545	PRJNA545868	SAMN12253948
Dasyornis broadbenti	rufous bristle-bird	isolate: B10K-DU-029-49	243059	ASM1339793v1	GCA_013397935.1	GenBank	From INSDC submitter	Scaffold	67799	1024798037	2020-07-10	16095	PRJNA545868	SAMN12253949
Grantiella picta		isolate: B10K-DU-029-50, sex: male	266360	ASM1339795v1	GCA_013397955.1	GenBank	From INSDC submitter	Scaffold	100624	1014521746	2020-07-10	15742	PRJNA545868	SAMN12253950
Machaerirhynchus nigripectus		isolate: B10K-DU-029-43, sex: female	1160894	ASM1339797v1	GCA_013397975.1	GenBank	From INSDC submitter	Scaffold	76530	1044536230	2020-07-10	15706	PRJNA545868	SAMN12253945
Malurus elegans	Red-winged fairywren	isolate: B10K-DU-029-44, sex: female	720584	ASM1339799v1	GCA_013397995.1	GenBank	From INSDC submitter	Scaffold	74070	1013601814	2020-07-10	15586	PRJNA545868	SAMN12253946
Oreocharis arfaki	tit berrypecker	isolate: B10K-DU-029-42, sex: male	979223	ASM1339801v1	GCA_013398015.1	GenBank	From INSDC submitter	Scaffold	109596	1039561598	2020-07-10	15477	PRJNA545868	SAMN12253944
Panurus biarmicus		isolate: B10K-DU-030-18, sex: female	181101	ASM1339803v1	GCA_013398035.1	GenBank	From INSDC submitter	Scaffold	18922	919078602	2020-07-10	14599	PRJNA545868	SAMN12253962
Ifrita kowaldi	blue-capped ifrita	isolate: B10K-DU-029-41, sex: male	461245	ASM1339805v1	GCA_013398055.1	GenBank	From INSDC submitter	Scaffold	103033	1041499962	2020-07-10	15552	PRJNA545868	SAMN12253943
Notiomystis cincta		isolate: B10K-DU-029-75	366454	ASM1339807v1	GCA_013398075.1	GenBank	From INSDC submitter	Scaffold	50117	1025225744	2020-07-10	15126	PRJNA545868	SAMN12253957
Rhynochetos jubatus	kagu	isolate: B10K-DU-029-58, sex: female	54386	ASM1339809v1	GCA_013398095.1	GenBank	From INSDC submitter	Scaffold	91152	1116409996	2020-07-10	15109	PRJNA545868	SAMN12253954
Falcunculus frontatus	Eastern shriketit	isolate: B10K-DU-029-77, sex: male	254539	ASM1339811v1	GCA_013398115.1	GenBank	From INSDC submitter	Scaffold	150458	1042685034	2020-07-10	16010	PRJNA545868	SAMN12253959
Aegotheles bennettii		isolate: B10K-DU-029-76, sex: female	48278	ASM1339812v1	GCA_013398125.1	GenBank	From INSDC submitter	Scaffold	65833	1089119258	2020-07-10	15054	PRJNA545868	SAMN12253958
Pedionomus torquatus	plains-wanderer	isolate: B10K-DU-029-80, sex: female	227192	ASM1339815v1	GCA_013398155.1	GenBank	From INSDC submitter	Scaffold	36855	1134620722	2020-07-10	14803	PRJNA545868	SAMN12253960
Climacteris rufus	rufous treecreeper	isolate: B10K-DU-029-53, sex: male	47695	ASM1339817v1	GCA_013398175.1	GenBank	From INSDC submitter	Scaffold	72434	1058972301	2020-07-10	15620	PRJNA545868	SAMN12253953
Caloenas nicobarica	Nicobar pigeon	isolate: OUT-0007, sex: female	187106	ASM1339819v1	GCA_013398195.1	GenBank	From INSDC submitter	Scaffold	72340	1025545389	2020-07-10	15520	PRJNA545868	SAMN12253981
Melospiza melodia	song sparrow	isolate: OUT-0008, sex: male	44397	ASM1339820v1	GCA_013398205.1	GenBank	From INSDC submitter	Scaffold	181098	1061250996	2020-07-10	16856	PRJNA545868	SAMN12253982
Steatornis caripensis	oilbird	isolate: OUT-0004, sex: female	48435	ASM1339822v1	GCA_013398225.1	GenBank	From INSDC submitter	Scaffold	38015	1222770580	2020-07-10	16035	PRJNA545868	SAMN12253980
Alca torda	razorbill	isolate: OUT-0003	28689	ASM1339824v1	GCA_013398245.1	GenBank	From INSDC submitter	Scaffold	48979	1162045472	2020-07-10	15438	PRJNA545868	SAMN12253979
Promerops cafer	Cape sugarbird	isolate: B10K-UC-030-53	254652	ASM1339827v1	GCA_013398275.1	GenBank	From INSDC submitter	Scaffold	128262	1043743207	2020-07-10	15664	PRJNA545868	SAMN12253977
Chionis minor	black-faced sheathbill	isolate: B10K-UC-030-51	227182	ASM1339829v1	GCA_013398295.1	GenBank	From INSDC submitter	Scaffold	128427	1174003224	2020-07-10	15689	PRJNA545868	SAMN12253976
Nothoprocta pentlandii		isolate: B10K-MSB-04, sex: female	2585814	ASM1339831v1	GCA_013398315.1	GenBank	From INSDC submitter	Scaffold	45203	984657498	2020-07-10	14572	PRJNA545868	SAMN12253975
Nothoprocta ornata		isolate: B10K-MSB-03, sex: female	83376	ASM1339833v1	GCA_013398335.1	GenBank	From INSDC submitter	Scaffold	47308	978286010	2020-07-10	14967	PRJNA545868	SAMN12253974
Nothocercus nigrocapillus		isolate: B10K-MSB-02, sex: female	1977171	ASM1339834v1	GCA_013398345.1	GenBank	From INSDC submitter	Scaffold	31010	1019611718	2020-07-10	14502	PRJNA545868	SAMN12253973
Aphelocoma coerulescens	scrub jay	isolate: OUT-0022, sex: male	39617	ASM1339837v1	GCA_013398375.1	GenBank	From INSDC submitter	Scaffold	133617	1060855343	2020-07-10	16167	PRJNA545868	SAMN12253992
Erithacus rubecula	European robin	isolate: OUT-0015, sex: male	37610	ASM1339839v1	GCA_013398395.1	GenBank	From INSDC submitter	Scaffold	73144	979843765	2020-07-10	15200	PRJNA545868	SAMN12253986
Pheucticus melanocephalus		isolate: OUT-0018, sex: male	371919	ASM1339840v1	GCA_013398405.1	GenBank	From INSDC submitter	Scaffold	57804	1048530562	2020-07-10	15291	PRJNA545868	SAMN12253988
Sylvia atricapilla	blackcap	isolate: OUT-0013, sex: male	48155	ASM1339843v1	GCA_013398435.1	GenBank	From INSDC submitter	Scaffold	57175	1017094937	2020-07-10	14721	PRJNA545868	SAMN12253985
Loxia curvirostra	Fichtenkreuzschnabel	isolate: OUT-0011, sex: male	64802	ASM1339845v1	GCA_013398455.1	GenBank	From INSDC submitter	Scaffold	211346	1028271095	2020-07-10	16361	PRJNA545868	SAMN12253984
Asarcornis scutulata		isolate: OUT-0051, sex: female	75869	ASM1339847v1	GCA_013398475.1	GenBank	From INSDC submitter	Scaffold	91211	1117983497	2020-07-10	16361	PRJNA545868	SAMN12254003
Vidua chalybeata		isolate: OUT-0048, sex: female	81927	ASM1339849v1	GCA_013398495.1	GenBank	From INSDC submitter	Scaffold	387567	1073584019	2020-07-10	16644	PRJNA545868	SAMN12254000
Rhegmatorhina hoffmannsi	white-breasted antbird	isolate: OUT-0010, sex: female	468512	ASM1339850v1	GCA_013398505.1	GenBank	From INSDC submitter	Scaffold	73812	951650392	2020-07-10	13756	PRJNA545868	SAMN12253983
Agelaius phoeniceus	red-winged blackbird	isolate: OUT-0050, sex: female	39638	ASM1339853v1	GCA_013398535.1	GenBank	From INSDC submitter	Scaffold	78381	1086309140	2020-07-10	15919	PRJNA545868	SAMN12254002
Haliaeetus albicilla	white-tailed eagle	isolate: OUT-0040, sex: male	8969	ASM1339855v1	GCA_013398555.1	GenBank	From INSDC submitter	Scaffold	134899	1222690830	2020-07-10	16744	PRJNA545868	SAMN12253999
Certhia familiaris	Eurasian tree-creeper	isolate: OUT-0039, sex: male	73333	ASM1339857v1	GCA_013398575.1	GenBank	From INSDC submitter	Scaffold	48850	1066430070	2020-07-10	14709	PRJNA545868	SAMN12253998
Cercotrichas coryphoeus	Karoo scrub-robin	isolate: OUT-0024	614051	ASM1339859v1	GCA_013398595.1	GenBank	From INSDC submitter	Scaffold	55393	1029849930	2020-07-10	15241	PRJNA545868	SAMN12253994
Brachypodius atriceps	black-headed bulbul	isolate: OUT-0037, sex: female	182895	ASM1339861v1	GCA_013398615.1	GenBank	From INSDC submitter	Scaffold	85408	906727256	2020-07-10	14275	PRJNA545868	SAMN12253996
Poecile atricapillus	Black-capped chickadee	isolate: OUT-0023, sex: male	48891	ASM1339862v1	GCA_013398625.1	GenBank	From INSDC submitter	Scaffold	109509	1047311074	2020-07-10	15785	PRJNA545868	SAMN12253993
Copsychus sechellarum		isolate: OUT-0061, sex: female	797021	ASM1339863v1	GCA_013398635.1	GenBank	From INSDC submitter	Scaffold	109076	1052094435	2020-07-10	16238	PRJNA545868	SAMN12254010
Corvus moneduloides	New Caledonian crow	isolate: OUT-0060, sex: female	1196302	ASM1339867v1	GCA_013398675.1	GenBank	From INSDC submitter	Scaffold	331397	1056525328	2020-07-10	16123	PRJNA545868	SAMN12254009
Acrocephalus arundinaceus	great reed warbler	isolate: OUT-0054, sex: male	39621	ASM1339868v1	GCA_013398685.1	GenBank	From INSDC submitter	Scaffold	92557	1184245996	2020-07-10	15576	PRJNA545868	SAMN12254005
Nesospiza acunhae		isolate: OUT-0053, sex: female	381881	ASM1339871v1	GCA_013398715.1	GenBank	From INSDC submitter	Scaffold	38571	1055288411	2020-07-10	16451	PRJNA545868	SAMN12254004
Nothocercus julius		isolate: B10K-MSB-01, sex: female	2585813	ASM1339873v1	GCA_013398735.1	GenBank	From INSDC submitter	Scaffold	37646	1019400681	2020-07-10	14778	PRJNA545868	SAMN12253972
Sapayoa aenigma	broad-billed sapayoa	isolate: B10K-DU-030-41, sex: male	239371	ASM1339874v1	GCA_013398745.1	GenBank	From INSDC submitter	Scaffold	60157	1015910493	2020-07-10	15342	PRJNA545868	SAMN12253965
Eudromia elegans	elegant crested-tinamou	isolate: B10K-LSUMZ-16893, sex: female	8805	ASM1339877v1	GCA_013398775.1	GenBank	From INSDC submitter	Scaffold	74838	958920152	2020-07-10	14819	PRJNA545868	SAMN12253968
Elachura formosa	spotted wren-babbler	isolate: B10K-IZCAS-20218	1463973	ASM1339879v1	GCA_013398795.1	GenBank	From INSDC submitter	Scaffold	43159	1013707244	2020-07-10	15613	PRJNA545868	SAMN12253967
Ibidorhyncha struthersii		isolate: B10K-DU-030-25, sex: male	425643	ASM1339881v1	GCA_013398815.1	GenBank	From INSDC submitter	Scaffold	64861	1198770542	2020-07-10	15486	PRJNA545868	SAMN12253964
Emberiza fucata		isolate: B10K-DU-015-11, sex: female	337179	ASM1339883v1	GCA_013398835.1	GenBank	From INSDC submitter	Scaffold	19687	1032579516	2020-07-10	15183	PRJNA545868	SAMN12253922
Mohoua ochrocephala		isolate: B10K-DU-030-22	874463	ASM1339885v1	GCA_013398855.1	GenBank	From INSDC submitter	Scaffold	54215	1038537151	2020-07-10	15105	PRJNA545868	SAMN12253963
Prunella himalayana		isolate: B10K-DU-013-18, sex: male	670356	ASM1339887v1	GCA_013398875.1	GenBank	From INSDC submitter	Scaffold	38296	1024611247	2020-07-10	15589	PRJNA545868	SAMN12253920
Bucorvus abyssinicus	Abyssinian ground-hornbill	isolate: B10K-DU-012-80	153643	ASM1339888v1	GCA_013398885.1	GenBank	From INSDC submitter	Scaffold	163894	1102577438	2020-07-10	15884	PRJNA545868	SAMN12253919
Dromas ardeola		isolate: B10K-DU-012-55	458190	ASM1339891v1	GCA_013398915.1	GenBank	From INSDC submitter	Scaffold	40991	1192853411	2020-07-10	15330	PRJNA545868	SAMN12253915
Ceuthmochares aereus		isolate: B10K-CU-031-02, sex: male	1961834	ASM1339893v1	GCA_013398935.1	GenBank	From INSDC submitter	Scaffold	29269	1120248821	2020-07-10	13522	PRJNA545868	SAMN12253749
Callaeas wilsoni	North Island kokako	isolate: B10K-OTA-212792	1347786	ASM1339895v1	GCA_013398955.1	GenBank	From INSDC submitter	Scaffold	118426	1047533504	2020-07-10	16099	PRJNA545868	SAMN12253743
Catharus fuscescens	veery	isolate: B10K-DU-001-17, sex: female	159581	ASM1339897v1	GCA_013398975.1	GenBank	From INSDC submitter	Scaffold	56061	1041802491	2020-07-10	15664	PRJNA545868	SAMN12253775
Alaudala cheleensis	Asian short-toed lark	isolate: B10K-DU-001-15, sex: female	670337	ASM1339899v1	GCA_013398995.1	GenBank	From INSDC submitter	Scaffold	96766	1069224903	2020-07-10	16068	PRJNA545868	SAMN12253773
Galbula dea		isolate: B10K-DU-001-62, sex: female	1109041	ASM1339901v1	GCA_013399015.1	GenBank	From INSDC submitter	Scaffold	251170	1006681283	2020-07-10	16106	PRJNA545868	SAMN12253812
Quiscalus mexicanus	Great-tailed grackle	isolate: B10K-DU-001-31, sex: female	64278	ASM1339903v1	GCA_013399035.1	GenBank	From INSDC submitter	Scaffold	60532	1041398572	2020-07-10	15214	PRJNA545868	SAMN12253789
Ramphastos sulfuratus		isolate: B10K-DU-001-30, sex: female	322582	ASM1339905v1	GCA_013399055.1	GenBank	From INSDC submitter	Scaffold	38620	1176906612	2020-07-10	15325	PRJNA545868	SAMN12253788
Chloroceryle aenea	American pygmy kingfisher	isolate: B10K-DU-001-61, sex: female	176938	ASM1339907v1	GCA_013399075.1	GenBank	From INSDC submitter	Scaffold	34835	1062127307	2020-07-10	13866	PRJNA545868	SAMN12253811
Psophia crepitans	common trumpeter	isolate: B10K-DU-001-60, sex: male	54359	ASM1339909v1	GCA_013399095.1	GenBank	From INSDC submitter	Scaffold	58160	1169253548	2020-07-10	15289	PRJNA545868	SAMN12253810
Anseranas semipalmata	magpie goose	isolate: B10K-DU-001-57, sex: male	8851	ASM1339911v1	GCA_013399115.1	GenBank	From INSDC submitter	Scaffold	53214	1131429283	2020-07-10	15749	PRJNA545868	SAMN12253809
Heliornis fulica	sungrebe	isolate: B10K-DU-001-55, sex: female	54369	ASM1339913v1	GCA_013399135.1	GenBank	From INSDC submitter	Scaffold	53463	1097085761	2020-07-10	14993	PRJNA545868	SAMN12253807
Nyctibius grandis		isolate: B10K-DU-001-56, sex: female	48427	ASM1339915v1	GCA_013399155.1	GenBank	From INSDC submitter	Scaffold	64960	1154230834	2020-07-10	15563	PRJNA545868	SAMN12253808
Odontophorus gujanensis	marbled wood quail	isolate: B10K-DU-001-53, sex: female	886794	ASM1339917v1	GCA_013399175.1	GenBank	From INSDC submitter	Scaffold	74578	977719362	2020-07-10	15407	PRJNA545868	SAMN12253806
