Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Xenotilapia papilio		isolate: IVF5, sex: female	559346	IVF5.scf	GCA_015106515.1	GenBank		Scaffold	6511	672259770	2020-10-29		PRJNA550295	SAMN12123767
Neolamprologus prochilus		isolate: IVH1, sex: male	449324	IVH1.scf	GCA_015106535.1	GenBank		Scaffold	6194	682293555	2020-10-29		PRJNA550295	SAMN12123768
Haplochromis vanheusdeni		isolate: JWG3, sex: male	2527912	JWG3.scf	GCA_015106555.1	GenBank		Scaffold	7127	688696421	2020-10-29		PRJNA550295	SAMN12123916
Tropheus annectens		isolate: JWG4, sex: male	8146	JWG4.scf	GCA_015106575.1	GenBank		Scaffold	12422	711870347	2020-10-29		PRJNA550295	SAMN12123917
Xenotilapia papilio		isolate: IVF4, sex: male	559346	IVF4.scf	GCA_015106585.1	GenBank		Scaffold	8327	711027003	2020-10-29		PRJNA550295	SAMN12123766
Thoracochromis brauschi		isolate: JWF8, sex: male	227845	JWF8.scf	GCA_015106615.1	GenBank		Scaffold	10651	709113638	2020-10-29		PRJNA550295	SAMN12123912
Sargochromis carlottae		isolate: JWF4	311502	JWF4.scf	GCA_015106635.1	GenBank		Scaffold	10750	706231868	2020-10-29		PRJNA550295	SAMN12123908
Coptodon bakossiorum		isolate: JWE5	870159	JWE5.scf	GCA_015106655.1	GenBank		Scaffold	10351	729867591	2020-10-29		PRJNA550295	SAMN12123900
Pelmatolapia mariae	spotted tilapia	isolate: JWF2	158779	JWF2.scf	GCA_015106675.1	GenBank		Scaffold	13274	742559019	2020-10-29		PRJNA550295	SAMN12123906
Serranochromis macrocephalus		isolate: JWF5, sex: male	311509	JWF5.scf	GCA_015106695.1	GenBank		Scaffold	11620	720263168	2020-10-29		PRJNA550295	SAMN12123909
Bujurquina vittata	banded acara	isolate: JWD8, sex: male	242822	JWD8.scf	GCA_015106715.1	GenBank		Scaffold	9052	685844181	2020-10-29		PRJNA550295	SAMN12123894
Paratilapia polleni	Pollen's cichlid	isolate: JWD5, sex: male	80772	JWD5.scf	GCA_015106735.1	GenBank		Scaffold	9481	814015474	2020-10-29		PRJNA550295	SAMN12123892
Etia nguti		isolate: JWD3	302982	JWD3.scf	GCA_015106755.1	GenBank		Scaffold	12660	737182303	2020-10-29		PRJNA550295	SAMN12123890
Etroplus canarensis		isolate: JWD4	302778	JWD4.scf	GCA_015106775.1	GenBank		Scaffold	10520	975368651	2020-10-29		PRJNA550295	SAMN12123891
Paracyprichromis sp. 'tembwe' AB-2019		isolate: JWD2, sex: female	2591292	JWD2.scf	GCA_015106795.1	GenBank		Scaffold	11961	708381076	2020-10-29		PRJNA550295	SAMN12123889
Xenotilapia ochrogenys		isolate: JVI5, sex: female	27765	JVI5.scf	GCA_015106815.1	GenBank		Scaffold	7847	697709730	2020-10-29		PRJNA550295	SAMN12123875
Lamprologus meleagris		isolate: JWA8, sex: male	329913	JWA8.scf	GCA_015106835.1	GenBank		Scaffold	4721	646622601	2020-10-29		PRJNA550295	SAMN12123884
Xenotilapia ochrogenys		isolate: JVH4, sex: male	27765	JVH4.scf	GCA_015106855.1	GenBank		Scaffold	7887	701404099	2020-10-29		PRJNA550295	SAMN12123874
Lestradea stappersii		isolate: JVH3, sex: male	240473	JVH3.scf	GCA_015106875.1	GenBank		Scaffold	5471	649821599	2020-10-29		PRJNA550295	SAMN12123873
Lestradea stappersii		isolate: JVH2, sex: female	240473	JVH2.scf	GCA_015106895.1	GenBank		Scaffold	7523	680245229	2020-10-29		PRJNA550295	SAMN12123872
Cyprichromis microlepidotus		isolate: JVF2, sex: female	309879	JVF2.scf	GCA_015106915.1	GenBank		Scaffold	7749	680369180	2020-10-29		PRJNA550295	SAMN12123871
Cyprichromis microlepidotus		isolate: JVE1, sex: male	309879	JVE1.scf	GCA_015106935.1	GenBank		Scaffold	6807	664892034	2020-10-29		PRJNA550295	SAMN12123870
Tropheus sp. 'black'		isolate: JVC9, sex: male	1818577	JVC9.scf	GCA_015106955.1	GenBank		Scaffold	8476	694724529	2020-10-29		PRJNA550295	SAMN12123869
Neolamprologus mondabu		isolate: JVB4, sex: male	272723	JVB4.scf	GCA_015106975.1	GenBank		Scaffold	9226	708906637	2020-10-29		PRJNA550295	SAMN12123866
Neolamprologus brichardi	lyretail cichlid	isolate: JUI1, sex: male	32507	JUI1.scf	GCA_015106995.1	GenBank		Scaffold	6737	677492425	2020-10-29		PRJNA550295	SAMN12123865
Pseudosimochromis babaulti		isolate: JUA4, sex: female	8156	JUA4.scf	GCA_015107015.1	GenBank		Scaffold	11917	715582419	2020-10-29		PRJNA550295	SAMN12123859
Neolamprologus brichardi	lyretail cichlid	isolate: JUH9, sex: female	32507	JUH9.scf	GCA_015107025.1	GenBank		Scaffold	8256	698772456	2020-10-29		PRJNA550295	SAMN12123864
Pseudosimochromis babaulti		isolate: JUA3, sex: male	8156	JUA3.scf	GCA_015107055.1	GenBank		Scaffold	8049	692965816	2020-10-29		PRJNA550295	SAMN12123858
Neolamprologus furcifer		isolate: JEI8, sex: female	34805	JEI8.scf	GCA_015107075.1	GenBank		Scaffold	10647	712748803	2020-10-29		PRJNA550295	SAMN12123857
Neolamprologus buescheri		isolate: JEI5, sex: female	329916	JEI5.scf	GCA_015107095.1	GenBank		Scaffold	8305	688595876	2020-10-29		PRJNA550295	SAMN12123855
Triglachromis otostigma		isolate: JEG5, sex: female	34813	JEG5.scf	GCA_015107115.1	GenBank		Scaffold	7635	694207251	2020-10-29		PRJNA550295	SAMN12123852
Neolamprologus sp. 'ventralis stripe' AB-2019		isolate: JED4, sex: male	2591288	JED4.scf	GCA_015107135.1	GenBank		Scaffold	5919	673201548	2020-10-29		PRJNA550295	SAMN12123850
Neolamprologus sp. 'ventralis stripe' AB-2019		isolate: JED5, sex: female	2591288	JED5.scf	GCA_015107155.1	GenBank		Scaffold	9151	698729602	2020-10-29		PRJNA550295	SAMN12123851
Cyprichromis coloratus		isolate: JEC7, sex: male	559343	JEC7.scf	GCA_015107215.1	GenBank		Scaffold	11088	702549169	2020-10-29		PRJNA550295	SAMN12123848
Cyprichromis coloratus		isolate: JED2, sex: female	559343	JED2.scf	GCA_015107235.1	GenBank		Scaffold	10394	697932415	2020-10-29		PRJNA550295	SAMN12123849
Cyprichromis pavo		isolate: JEB4, sex: female	309881	JEB4.scf	GCA_015107255.1	GenBank		Scaffold	7494	675130045	2020-10-29		PRJNA550295	SAMN12123847
Plecodus paradoxus		isolate: JDI4, sex: male	452217	JDI4.scf	GCA_015107295.1	GenBank		Scaffold	9005	706454054	2020-10-29		PRJNA550295	SAMN12123845
Lamprologus laparogramma		isolate: JDI2, sex: male	420106	JDI2.scf	GCA_015107315.1	GenBank		Scaffold	8724	707546407	2020-10-29		PRJNA550295	SAMN12123844
Lamprologus laparogramma		isolate: JDI1, sex: female	420106	JDI1.scf	GCA_015107335.1	GenBank		Scaffold	5747	674016084	2020-10-29		PRJNA550295	SAMN12123843
Neolamprologus meeli		isolate: JDF4, sex: female	56727	JDF4.scf	GCA_015107355.1	GenBank		Scaffold	9055	705984974	2020-10-29		PRJNA550295	SAMN12123840
Lamprologus sp. 'ornatipinnis zambia' AB-2019		isolate: JDF5, sex: male	2591278	JDF5.scf	GCA_015107375.1	GenBank		Scaffold	8143	688859277	2020-10-29		PRJNA550295	SAMN12123841
Lamprologus sp. 'ornatipinnis zambia' AB-2019		isolate: JDG4, sex: female	2591278	JDG4.scf	GCA_015107395.1	GenBank		Scaffold	6303	664904344	2020-10-29		PRJNA550295	SAMN12123842
Bathybates vittatus		isolate: JDE7, sex: female	293469	JDE7.scf	GCA_015107415.1	GenBank		Scaffold	6465	699221876	2020-10-29		PRJNA550295	SAMN12123838
Neolamprologus meeli		isolate: JDF3, sex: male	56727	JDF3.scf	GCA_015107425.1	GenBank		Scaffold	6687	678320556	2020-10-29		PRJNA550295	SAMN12123839
Bathybates vittatus		isolate: JDE6, sex: male	293469	JDE6.scf	GCA_015107455.1	GenBank		Scaffold	6717	703166819	2020-10-29		PRJNA550295	SAMN12123837
Bathybates hornii		isolate: JDE3, sex: male	293471	JDE3.scf	GCA_015107475.1	GenBank		Scaffold	6991	703048774	2020-10-29		PRJNA550295	SAMN12123835
Bathybates hornii		isolate: JDE4	293471	JDE4.scf	GCA_015107495.1	GenBank		Scaffold	9145	723040783	2020-10-29		PRJNA550295	SAMN12123836
Grammatotria lemairii		isolate: JDD7, sex: male	143506	JDD7.scf	GCA_015107505.1	GenBank		Scaffold	11878	711001987	2020-10-29		PRJNA550295	SAMN12123833
Grammatotria lemairii		isolate: JDD8, sex: female	143506	JDD8.scf	GCA_015107535.1	GenBank		Scaffold	8383	674949586	2020-10-29		PRJNA550295	SAMN12123834
Boulengerochromis microlepis	giant cichlid	isolate: JCF2, sex: male	32488	JCF2.scf	GCA_015107555.1	GenBank		Scaffold	11600	728877443	2020-10-29		PRJNA550295	SAMN12123832
Telmatochromis vittatus		isolate: JBD6, sex: female	34811	JBD6.scf	GCA_015107575.1	GenBank		Scaffold	9181	692464990	2020-10-29		PRJNA550295	SAMN12123824
Bathybates minor		isolate: JBG3, sex: male	293467	JBG3.scf	GCA_015107595.1	GenBank		Scaffold	7433	692255707	2020-10-29		PRJNA550295	SAMN12123829
Tropheus moorii	blunthead cichlid	isolate: JBH4, sex: male	8150	JBH4.scf	GCA_015107615.1	GenBank		Scaffold	7420	671084953	2020-10-29		PRJNA550295	SAMN12123830
Telmatochromis brachygnathus		isolate: JBE9, sex: female	431670	JBE9.scf	GCA_015107635.1	GenBank		Scaffold	7847	685666524	2020-10-29		PRJNA550295	SAMN12123828
Xenochromis hecqui		isolate: JAH7, sex: female	452219	JAH7.scf	GCA_015107655.1	GenBank		Scaffold	10032	706074928	2020-10-29		PRJNA550295	SAMN12123822
Tylochromis polylepis		isolate: JAH5, sex: female	32513	JAH5.scf	GCA_015107675.1	GenBank		Scaffold	7862	739120352	2020-10-29		PRJNA550295	SAMN12123821
Limnochromis auritus	spangled cichlid	isolate: JAF5, sex: male	27749	JAF5.scf	GCA_015107695.1	GenBank		Scaffold	6501	679715219	2020-10-29		PRJNA550295	SAMN12123817
Tylochromis polylepis		isolate: JAG2, sex: male	32513	JAG2.scf	GCA_015107715.1	GenBank		Scaffold	8530	744281720	2020-10-29		PRJNA550295	SAMN12123820
Baileychromis centropomoides		isolate: JAE9, sex: female	286574	JAE9.scf	GCA_015107735.1	GenBank		Scaffold	9726	706241213	2020-10-29		PRJNA550295	SAMN12123816
Boulengerochromis microlepis	giant cichlid	isolate: JAE7, sex: female	32488	JAE7.scf	GCA_015107755.1	GenBank		Scaffold	10857	726523879	2020-10-29		PRJNA550295	SAMN12123815
Petrochromis fasciolatus		isolate: JAE1, sex: female	287489	JAE1.scf	GCA_015107775.1	GenBank		Scaffold	6007	671206416	2020-10-29		PRJNA550295	SAMN12123814
Oreochromis tanganicae		isolate: JAC7, sex: female	8142	JAC7.scf	GCA_015107795.1	GenBank		Scaffold	13552	738938093	2020-10-29		PRJNA550295	SAMN12123813
Neolamprologus christyi		isolate: IZI8, sex: male	34803	IZI8.scf	GCA_015107815.1	GenBank		Scaffold	7342	676309416	2020-10-29		PRJNA550295	SAMN12123809
Lamprologus callipterus		isolate: JAB1, sex: female	32501	JAB1.scf	GCA_015107835.1	GenBank		Scaffold	5492	669404384	2020-10-29		PRJNA550295	SAMN12123810
Eretmodus cyanostictus	Tanganyika clown	isolate: IZI3, sex: female	52954	IZI3.scf	GCA_015107855.1	GenBank		Scaffold	11244	705087176	2020-10-29		PRJNA550295	SAMN12123807
Lamprologus lemairii		isolate: IZI7, sex: male	272724	IZI7.scf	GCA_015107875.1	GenBank		Scaffold	5584	675673633	2020-10-29		PRJNA550295	SAMN12123808
Eretmodus cyanostictus	Tanganyika clown	isolate: IZH7, sex: male	52954	IZH7.scf	GCA_015107895.1	GenBank		Scaffold	13348	720832011	2020-10-29		PRJNA550295	SAMN12123806
Greenwoodochromis christyi		isolate: IZF1, sex: female	299337	IZF1.scf	GCA_015107915.1	GenBank		Scaffold	9160	690713693	2020-10-29		PRJNA550295	SAMN12123805
Greenwoodochromis christyi		isolate: IZE4, sex: male	299337	IZE4.scf	GCA_015107935.1	GenBank		Scaffold	10262	708140562	2020-10-29		PRJNA550295	SAMN12123804
Perissodus eccentricus		isolate: IZB2, sex: male	409979	IZB2.scf	GCA_015107955.1	GenBank		Scaffold	11305	717642070	2020-10-29		PRJNA550295	SAMN12123800
Benthochromis melanoides		isolate: IZA2, sex: female	299336	IZA2.scf	GCA_015107975.1	GenBank		Scaffold	8685	683118534	2020-10-29		PRJNA550295	SAMN12123796
Trematocara stigmaticum		isolate: IZE1, sex: male	2591262	IZE1.scf	GCA_015107995.1	GenBank		Scaffold	6870	676193654	2020-10-29		PRJNA550295	SAMN12123803
Haplochromis burtoni	Burton's mouthbrooder	isolate: IZA1, sex: male	8153	IZA1.scf	GCA_015108015.1	GenBank		Scaffold	6577	675588291	2020-10-29		PRJNA550295	SAMN12123795
Trematochromis benthicola		isolate: IYA8, sex: female	1171431	IYA8.scf	GCA_015108035.1	GenBank		Scaffold	8500	699677164	2020-10-29		PRJNA550295	SAMN12123794
Petrochromis trewavasae ephippium		isolate: IYA5, sex: male	244512	IYA5.scf	GCA_015108055.1	GenBank		Scaffold	6097	661164860	2020-10-29		PRJNA550295	SAMN12123791
Julidochromis marlieri		isolate: JXB5, sex: male	32499	JXB5.scf	GCA_015108065.1	GenBank		Scaffold	9810	706627396	2020-10-29		PRJNA550295	SAMN12123934
Petrochromis famula		isolate: IYA7, sex: male	244513	IYA7.scf	GCA_015108095.1	GenBank		Scaffold	6846	684081926	2020-10-29		PRJNA550295	SAMN12123793
Telmatochromis brichardi		isolate: JXA4, sex: female	449328	JXA4.scf	GCA_015108115.1	GenBank		Scaffold	6989	685828322	2020-10-29		PRJNA550295	SAMN12123933
Neolamprologus pectoralis		isolate: JWI6, sex: female	449323	JWI6.scf	GCA_015108135.1	GenBank		Scaffold	8475	712959601	2020-10-29		PRJNA550295	SAMN12123932
Neolamprologus longicaudatus		isolate: JWI3, sex: female	449320	JWI3.scf	GCA_015108155.1	GenBank		Scaffold	9440	712970117	2020-10-29		PRJNA550295	SAMN12123929
Pelvicachromis taeniatus		isolate: JWI4, sex: male	219366	JWI4.scf	GCA_015108175.1	GenBank		Scaffold	10380	693289851	2020-10-29		PRJNA550295	SAMN12123930
Pelvicachromis taeniatus		isolate: JWI5, sex: female	219366	JWI5.scf	GCA_015108195.1	GenBank		Scaffold	8522	683755683	2020-10-29		PRJNA550295	SAMN12123931
Neolamprologus leleupi		isolate: JWH9	40189	JWH9.scf	GCA_015108215.1	GenBank		Scaffold	8808	711353858	2020-10-29		PRJNA550295	SAMN12123927
Neolamprologus longicaudatus		isolate: JWI2, sex: male	449320	JWI2.scf	GCA_015108235.1	GenBank		Scaffold	7714	701086066	2020-10-29		PRJNA550295	SAMN12123928
Neolamprologus olivaceous		isolate: JWH6, sex: male	184150	JWH6.scf	GCA_015108255.1	GenBank		Scaffold	9033	711189255	2020-10-29		PRJNA550295	SAMN12123926
Neolamprologus gracilis		isolate: JWH2, sex: male	184147	JWH2.scf	GCA_015108275.1	GenBank		Scaffold	10314	717378789	2020-10-29		PRJNA550295	SAMN12123922
Neolamprologus olivaceous		isolate: JWH5, sex: female	184150	JWH5.scf	GCA_015108295.1	GenBank		Scaffold	7831	702510496	2020-10-29		PRJNA550295	SAMN12123925
Neolamprologus marunguensis		isolate: JWH3, sex: male	184149	JWH3.scf	GCA_015108315.1	GenBank		Scaffold	8316	707163336	2020-10-29		PRJNA550295	SAMN12123923
Neolamprologus marunguensis		isolate: JWH4, sex: female	184149	JWH4.scf	GCA_015108335.1	GenBank		Scaffold	8646	705262498	2020-10-29		PRJNA550295	SAMN12123924
Neolamprologus gracilis		isolate: JWH1, sex: female	184147	JWH1.scf	GCA_015108355.1	GenBank		Scaffold	9004	706588286	2020-10-29		PRJNA550295	SAMN12123921
Neolamprologus helianthus		isolate: JWG8, sex: female	184148	JWG8.scf	GCA_015108375.1	GenBank		Scaffold	5565	652377671	2020-10-29		PRJNA550295	SAMN12123919
Neolamprologus helianthus		isolate: JWG9, sex: male	184148	JWG9.scf	GCA_015108395.1	GenBank		Scaffold	10620	714502186	2020-10-29		PRJNA550295	SAMN12123920
Tilapia sparmanii		isolate: JWF7, sex: male	2591260	JWF7.scf	GCA_015108415.1	GenBank		Scaffold	12811	729330520	2020-10-29		PRJNA550295	SAMN12123911
Tropheus annectens		isolate: JWG5, sex: female	8146	JWG5.scf	GCA_015108435.1	GenBank		Scaffold	7160	687938452	2020-10-29		PRJNA550295	SAMN12123918
Lamprologus tigripictilis		isolate: JWF6, sex: female	795477	JWF6.scf	GCA_015108455.1	GenBank		Scaffold	8751	710946870	2020-10-29		PRJNA550295	SAMN12123910
Pharyngochromis acuticeps		isolate: JWF3, sex: male	311497	JWF3.scf	GCA_015108475.1	GenBank		Scaffold	9655	703218156	2020-10-29		PRJNA550295	SAMN12123907
Heterochromis multidens		isolate: JWF1	73563	JWF1.scf	GCA_015108495.1	GenBank		Scaffold	8670	833341774	2020-10-29		PRJNA550295	SAMN12123905
Hemichromis elongatus		isolate: JWE9, sex: male	293472	JWE9.scf	GCA_015108515.1	GenBank		Scaffold	12746	694332140	2020-10-29		PRJNA550295	SAMN12123904
Steatocranus sp. 'ultraslender' AB-2019		isolate: JWE8, sex: male	2591301	JWE8.scf	GCA_015108535.1	GenBank		Scaffold	8861	712550673	2020-10-29		PRJNA550295	SAMN12123903
Coptodon rendalli	redbreast tilapia	isolate: JWE6, sex: male	8129	JWE6.scf	GCA_015108555.1	GenBank		Scaffold	12324	734510853	2020-10-29		PRJNA550295	SAMN12123901
Heterotilapia buettikoferi		isolate: JWE3	2591251	JWE3.scf	GCA_015108575.1	GenBank		Scaffold	8911	720630469	2020-10-29		PRJNA550295	SAMN12123898
Amphilophus zaliosus	arrow cichlid	isolate: JWE1, sex: male	281253	JWE1.scf	GCA_015108585.1	GenBank		Scaffold	4450	691926659	2020-10-29		PRJNA550295	SAMN12123896
Australoheros scitulus		isolate: JWE2, sex: male	329336	JWE2.scf	GCA_015108615.1	GenBank		Scaffold	4616	709570869	2020-10-29		PRJNA550295	SAMN12123897
Andinoacara biseriatus		isolate: JWD7	449250	JWD7.scf	GCA_015108635.1	GenBank		Scaffold	6409	682785894	2020-10-29		PRJNA550295	SAMN12123893
Paracyprichromis sp. 'tembwe' AB-2019		isolate: JWD1, sex: male	2591292	JWD1.scf	GCA_015108655.1	GenBank		Scaffold	12518	710755336	2020-10-29		PRJNA550295	SAMN12123888
Telmatochromis sp. 'longola' AB-2019		isolate: JWC9, sex: female	2591304	JWC9.scf	GCA_015108675.1	GenBank		Scaffold	10339	713504275	2020-10-29		PRJNA550295	SAMN12123887
Neolamprologus variostigma		isolate: JWA6, sex: female	329914	JWA6.scf	GCA_015108695.1	GenBank		Scaffold	10891	720958981	2020-10-29		PRJNA550295	SAMN12123882
Lamprologus meleagris		isolate: JWA9, sex: female	329913	JWA9.scf	GCA_015108715.1	GenBank		Scaffold	6313	688779800	2020-10-29		PRJNA550295	SAMN12123885
Telmatochromis sp. 'longola' AB-2019		isolate: JWC8, sex: male	2591304	JWC8.scf	GCA_015108735.1	GenBank		Scaffold	7325	686758878	2020-10-29		PRJNA550295	SAMN12123886
Neolamprologus pectoralis		isolate: JWA7, sex: male	449323	JWA7.scf	GCA_015108755.1	GenBank		Scaffold	9075	713762887	2020-10-29		PRJNA550295	SAMN12123883
Neolamprologus variostigma		isolate: JWA5, sex: male	329914	JWA5.scf	GCA_015108775.1	GenBank		Scaffold	10198	715522157	2020-10-29		PRJNA550295	SAMN12123881
Lamprologus sp. 'ornatipinnis congo' AB-2019		isolate: JWA4, sex: female	2591277	JWA4.scf	GCA_015108795.1	GenBank		Scaffold	7023	685735059	2020-10-29		PRJNA550295	SAMN12123880
Julidochromis sp. 'unterfels' AB-2019		isolate: JWA1, sex: male	2591276	JWA1.scf	GCA_015108815.1	GenBank		Scaffold	10343	711880470	2020-10-29		PRJNA550295	SAMN12123877
Lamprologus sp. 'ornatipinnis congo' AB-2019		isolate: JWA3, sex: male	2591277	JWA3.scf	GCA_015108835.1	GenBank		Scaffold	7381	690966169	2020-10-29		PRJNA550295	SAMN12123879
Telmatochromis brichardi		isolate: JVI9, sex: male	449328	JVI9.scf	GCA_015108855.1	GenBank		Scaffold	7285	687890300	2020-10-29		PRJNA550295	SAMN12123876
Neolamprologus mondabu		isolate: JVB8, sex: female	272723	JVB8.scf	GCA_015108875.1	GenBank		Scaffold	9440	705730298	2020-10-29		PRJNA550295	SAMN12123867
Spathodus erythrodon		isolate: JUB6, sex: male	52956	JUB6.scf	GCA_015108895.1	GenBank		Scaffold	9945	693558222	2020-10-29		PRJNA550295	SAMN12123860
Telmatochromis sp. 'dhonti north' AB-2019		isolate: JUD5, sex: female	2591302	JUD5.scf	GCA_015108915.1	GenBank		Scaffold	8747	708854752	2020-10-29		PRJNA550295	SAMN12123863
Telmatochromis sp. 'dhonti north' AB-2019		isolate: JUD4, sex: male	2591302	JUD4.scf	GCA_015108935.1	GenBank		Scaffold	6420	664251327	2020-10-29		PRJNA550295	SAMN12123862
Neolamprologus furcifer		isolate: JEI6, sex: male	34805	JEI6.scf	GCA_015108955.1	GenBank		Scaffold	11113	719344519	2020-10-29		PRJNA550295	SAMN12123856
Triglachromis otostigma		isolate: JEG6, sex: male	34813	JEG6.scf	GCA_015108975.1	GenBank		Scaffold	7611	685279642	2020-10-29		PRJNA550295	SAMN12123853
Neolamprologus buescheri		isolate: JEI4, sex: male	329916	JEI4.scf	GCA_015108995.1	GenBank		Scaffold	7665	687849017	2020-10-29		PRJNA550295	SAMN12123854
Neolamprologus chitamwebwai		isolate: KHA7, sex: male	2591255	KHA7.scf	GCA_015109035.1	GenBank		Scaffold	8294	692038436	2020-10-29		PRJNA550295	SAMN12124009
Neolamprologus chitamwebwai		isolate: KHA9, sex: female	2591255	KHA9.scf	GCA_015109055.1	GenBank		Scaffold	6316	668762133	2020-10-29		PRJNA550295	SAMN12124010
Neolamprologus tretocephalus		isolate: KFH4, sex: male	40190	KFH4.scf	GCA_015109115.1	GenBank		Scaffold	6386	693070553	2020-10-29		PRJNA550295	SAMN12124005
Neolamprologus tretocephalus		isolate: KFH5, sex: female	40190	KFH5.scf	GCA_015109125.1	GenBank		Scaffold	6685	694868712	2020-10-29		PRJNA550295	SAMN12124006
Tropheus duboisi	dwarf Tanganyikan cichlid	isolate: KHA5, sex: female	8148	KHA5.scf	GCA_015109155.1	GenBank		Scaffold	7918	694542091	2020-10-29		PRJNA550295	SAMN12124008
Tropheus duboisi	dwarf Tanganyikan cichlid	isolate: KHA4, sex: male	8148	KHA4.scf	GCA_015109175.1	GenBank		Scaffold	6025	679214037	2020-10-29		PRJNA550295	SAMN12124007
Julidochromis regani	convict julie	isolate: KFF4, sex: female	8125	KFF4.scf	GCA_015109195.1	GenBank		Scaffold	6414	685839716	2020-10-29		PRJNA550295	SAMN12124004
Neolamprologus walteri		isolate: KFD4, sex: male	863668	KFD4.scf	GCA_015109215.1	GenBank		Scaffold	8895	695825513	2020-10-29		PRJNA550295	SAMN12124001
Neolamprologus walteri		isolate: KFD2, sex: female	863668	KFD2.scf	GCA_015109235.1	GenBank		Scaffold	6122	676536958	2020-10-29		PRJNA550295	SAMN12124000
Pseudosimochromis marginatus		isolate: KFF1, sex: female	46578	KFF1.scf	GCA_015109255.1	GenBank		Scaffold	7313	685439317	2020-10-29		PRJNA550295	SAMN12124003
Cyprichromis sp. 'dwarf jumbo' AB-2019		isolate: KFA9, sex: female	2591269	KFA9.scf	GCA_015109275.1	GenBank		Scaffold	10743	704186464	2020-10-29		PRJNA550295	SAMN12123999
Pseudosimochromis marginatus		isolate: KFE8, sex: male	46578	KFE8.scf	GCA_015109285.1	GenBank		Scaffold	6159	675660616	2020-10-29		PRJNA550295	SAMN12124002
Tropheus sp. 'lukuga' AB-2019		isolate: KEF2, sex: male	2591308	KEF2.scf	GCA_015109315.1	GenBank		Scaffold	10585	708482422	2020-10-29		PRJNA550295	SAMN12123995
Cyprichromis sp. 'dwarf jumbo' AB-2019		isolate: KFA7, sex: male	2591269	KFA7.scf	GCA_015109335.1	GenBank		Scaffold	11455	706554340	2020-10-29		PRJNA550295	SAMN12123998
Chalinochromis sp. 'ndobhoi' AB-2019		isolate: KEF1, sex: female	2591267	KEF1.scf	GCA_015109345.1	GenBank		Scaffold	6221	686954032	2020-10-29		PRJNA550295	SAMN12123994
Neolamprologus longior		isolate: KEH3, sex: male	34806	KEH3.scf	GCA_015109375.1	GenBank		Scaffold	11003	720965869	2020-10-29		PRJNA550295	SAMN12123997
Tropheus sp. 'lukuga' AB-2019		isolate: KEF3, sex: female	2591308	KEF3.scf	GCA_015109395.1	GenBank		Scaffold	8821	692500893	2020-10-29		PRJNA550295	SAMN12123996
Chalinochromis sp. 'ndobhoi' AB-2019		isolate: KEE9, sex: male	2591267	KEE9.scf	GCA_015109415.1	GenBank		Scaffold	5756	680913016	2020-10-29		PRJNA550295	SAMN12123993
Lepidiolamprologus profundicola		isolate: KEB8, sex: female	272719	KEB8.scf	GCA_015109435.1	GenBank		Scaffold	8355	703981823	2020-10-29		PRJNA550295	SAMN12123988
Tropheus sp. 'lunatus' AB-2019		isolate: KED6, sex: male	2591309	KED6.scf	GCA_015109455.1	GenBank		Scaffold	6009	677263118	2020-10-29		PRJNA550295	SAMN12123991
Neolamprologus similis		isolate: KEC1, sex: male	278786	KEC1.scf	GCA_015109475.1	GenBank		Scaffold	8184	708721287	2020-10-29		PRJNA550295	SAMN12123989
Neolamprologus similis		isolate: KEC2, sex: female	278786	KEC2.scf	GCA_015109495.1	GenBank		Scaffold	6376	694522667	2020-10-29		PRJNA550295	SAMN12123990
Petrochromis sp. 'kazumbae' AB-2019		isolate: KEB4, sex: male	2591294	KEB4.scf	GCA_015109515.1	GenBank		Scaffold	8818	697945754	2020-10-29		PRJNA550295	SAMN12123987
Petrochromis sp. 'kazumbae' AB-2019		isolate: KEA4, sex: female	2591294	KEA4.scf	GCA_015109535.1	GenBank		Scaffold	7680	693067596	2020-10-29		PRJNA550295	SAMN12123986
Cyphotilapia sp. '5-bar frontosa' AB-2019		isolate: KDG2, sex: female	2591268	KDG2.scf	GCA_015109555.1	GenBank		Scaffold	11683	714078544	2020-10-29		PRJNA550295	SAMN12123985
Orthochromis mazimeroensis		isolate: KDC6, sex: male	167849	KDC6.scf	GCA_015109575.1	GenBank		Scaffold	7972	683263474	2020-10-29		PRJNA550295	SAMN12123984
Neolamprologus sp. 'brevis magara' AB-2019		isolate: KCI7, sex: female	2591280	KCI7.scf	GCA_015109595.1	GenBank		Scaffold	7477	687519472	2020-10-29		PRJNA550295	SAMN12123983
Pseudosimochromis marginatus		isolate: KCF3, sex: female	46578	KCF3.scf	GCA_015109615.1	GenBank		Scaffold	12194	707394168	2020-10-29		PRJNA550295	SAMN12123979
Lamprologus speciosus		isolate: KCG3, sex: female	329915	KCG3.scf	GCA_015109635.1	GenBank		Scaffold	9751	714530206	2020-10-29		PRJNA550295	SAMN12123981
Neolamprologus sp. 'brevis magara' AB-2019		isolate: KCI6, sex: male	2591280	KCI6.scf	GCA_015109655.1	GenBank		Scaffold	9858	705096510	2020-10-29		PRJNA550295	SAMN12123982
Lamprologus speciosus		isolate: KCG2, sex: male	329915	KCG2.scf	GCA_015109675.1	GenBank		Scaffold	9405	715005986	2020-10-29		PRJNA550295	SAMN12123980
