transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_031584418.1	gene-zfhx4	9576	86227	yes	6233	1837	87	1419
rna-XM_031584482.1	gene-LOC105890174	1476	10901	yes	943	282	28	223
rna-XM_031584484.1	gene-LOC105890174	1287	10873	no	825	246	28	188
rna-XM_012816282.2	gene-snrnp40	1044	1612	yes	678	176	16	174
rna-XM_031584229.1	gene-LOC105890077	513	51305	yes	338	85	8	82
rna-XM_031584227.1	gene-LOC105890078	1293	3744	no	819	287	16	171
rna-XM_031584226.1	gene-LOC105890078	1293	3744	no	819	287	16	171
rna-XM_031584228.1	gene-LOC105890078	1293	3029	no	819	287	16	171
rna-XM_031584225.1	gene-LOC105890078	1299	1974	yes	823	287	16	173
rna-XM_031584230.1	gene-lancl2	1299	41690	yes	834	247	16	202
rna-XM_012816121.2	gene-LOC105890151	1491	52727	yes	978	241	35	237
rna-XM_031583826.1	gene-reck	2874	55104	yes	1871	529	45	429
rna-XM_031584379.1	gene-LOC105890075	3729	93790	no	2417	526	32	754
rna-XM_031584377.1	gene-LOC105890075	3771	93789	yes	2444	532	32	763
rna-XM_031584378.1	gene-LOC105890075	3759	71322	no	2433	534	34	758
rna-XM_012816222.2	gene-gfod1	1176	31910	yes	758	202	21	195
rna-XM_031584038.1	gene-LOC105890262	3414	67920	yes	2236	557	70	551
rna-XM_031584041.1	gene-LOC105890262	3369	55773	no	2208	547	66	548
rna-XM_031584040.1	gene-LOC105890262	3165	43406	no	2073	509	62	521
rna-XM_031584039.1	gene-LOC105890262	3180	43405	no	2083	513	62	522
rna-XM_031584037.1	gene-LOC105890262	3273	43405	no	2143	531	66	533
rna-XM_031584036.1	gene-LOC105890262	3288	43405	no	2153	535	66	534
rna-XM_012816168.2	gene-aoc1	2229	5401	yes	1448	408	33	340
rna-XM_031583928.1	gene-LOC105890073	16800	98299	yes	10937	2933	94	2836
rna-XM_031583499.1	gene-LOC105890072	3699	195111	yes	2367	626	69	637
rna-XM_031583500.1	gene-LOC105890072	3330	84118	no	2129	561	60	580
rna-XM_031583492.1	gene-LOC105890071	3915	99767	no	2582	620	24	689
rna-XM_031583493.1	gene-LOC105890071	3915	95290	no	2581	621	25	688
rna-XM_031583491.1	gene-LOC105890071	3918	95289	yes	2583	621	25	689
rna-XM_031583496.1	gene-LOC105890071	3825	95289	no	2522	606	23	674
rna-XM_031583497.1	gene-LOC105890071	3669	95289	no	2421	601	25	622
rna-XM_031583494.1	gene-LOC105890071	3861	95289	no	2546	609	25	681
rna-XM_031583498.1	gene-LOC105890071	3294	32393	no	2168	515	16	595
rna-XM_012816181.2	gene-LOC105890211	690	2989	yes	443	144	12	91
rna-XM_031584383.1	gene-LOC105899691	5817	12213	yes	3734	1267	81	735
rna-XM_031584419.1	gene-LOC105889286	5814	71958	yes	3729	1276	83	726
rna-XM_031584059.1	gene-LOC105889285	5814	19896	yes	3729	1274	84	727
rna-XM_031584055.1	gene-LOC105889284	5814	15886	yes	3727	1272	83	732
rna-XM_031584056.1	gene-LOC116217932	5814	14623	yes	3722	1271	84	737
rna-XM_031584058.1	gene-LOC105889289	5817	16197	yes	3730	1264	83	740
rna-XM_031583618.1	gene-LOC105889288	5838	21537	yes	3729	1287	86	736
rna-XM_031583631.1	gene-scrib	5634	77683	no	3576	1036	69	953
rna-XM_031583632.1	gene-scrib	5235	77683	no	3318	971	64	882
rna-XM_031583630.1	gene-scrib	5946	76887	yes	3778	1085	73	1010
rna-XM_031583633.1	gene-kif9	2364	9237	yes	1495	473	35	361
rna-XM_031584421.1	gene-LOC105889340	1833	7552	yes	1188	361	37	247
rna-XM_012815074.2	gene-LOC105889281	771	5126	yes	496	132	7	136
rna-XM_012815117.2	gene-LOC105889321	1083	4250	yes	699	212	14	158
rna-XM_012815206.2	gene-dph2	1482	4041	yes	962	267	25	228
rna-XM_031583972.1	gene-dph2	1482	3913	no	962	267	25	228
rna-XM_012815204.2	gene-ncf2	1494	7789	yes	953	292	21	228
rna-XM_012815162.2	gene-garem1	2694	11212	yes	1728	471	31	464
rna-XM_012815163.2	gene-garem1	2691	11212	no	1727	469	31	464
rna-XM_031584394.1	gene-prkdc	12363	37251	yes	7874	2433	169	1887
rna-XM_031584190.1	gene-LOC116224439	4869	6732	no	3164	923	42	740
rna-XM_031584196.1	gene-LOC116224439	4209	15750	no	2733	798	36	642
rna-XM_031584185.1	gene-LOC116224439	5025	15749	no	3265	952	43	765
rna-XM_031584179.1	gene-LOC116224439	5052	15739	no	3278	966	47	761
rna-XM_031584180.1	gene-LOC116224439	5052	15739	no	3278	966	47	761
rna-XM_031584174.1	gene-LOC116224439	5304	15739	yes	3443	1019	51	791
rna-XM_031584187.1	gene-LOC116224439	5022	15739	no	3264	965	48	745
rna-XM_031584191.1	gene-LOC116224439	4800	15739	no	3114	911	43	732
rna-XM_031584195.1	gene-LOC116224439	4242	15739	no	2750	813	40	639
rna-XM_031584182.1	gene-LOC116224439	5052	15739	no	3278	966	47	761
rna-XM_031584192.1	gene-LOC116224439	4494	15739	no	2914	868	44	668
rna-XM_031584184.1	gene-LOC116224439	5052	15739	no	3279	964	48	761
rna-XM_031584177.1	gene-LOC116224439	5067	15739	no	3283	983	50	751
rna-XM_031584194.1	gene-LOC116224439	4320	15739	no	2802	825	41	652
rna-XM_031584181.1	gene-LOC116224439	5052	15739	no	3278	966	47	761
rna-XM_031584193.1	gene-LOC116224439	4320	15739	no	2801	827	40	652
rna-XM_031584183.1	gene-LOC116224439	5052	15739	no	3279	964	48	761
rna-XM_031584175.1	gene-LOC116224439	5151	15738	no	3343	996	52	760
rna-XM_031584178.1	gene-LOC116224439	5058	15738	no	3277	983	50	748
rna-XM_031584176.1	gene-LOC116224439	5145	14147	no	3343	992	53	757
rna-XM_031584188.1	gene-LOC116224439	4908	14147	no	3183	956	52	717
rna-XM_031584189.1	gene-LOC116224439	4881	13922	no	3169	944	50	718
rna-XM_012815092.2	gene-LOC105889297	1461	2246	yes	948	291	10	212
rna-XM_031583905.1	gene-LOC105889294	1836	9929	yes	1177	365	33	261
rna-XM_012815085.2	gene-chpf2	2301	12836	yes	1491	398	30	382
rna-XM_031583595.1	gene-LOC105889295	1623	43787	no	1042	311	26	244
rna-XM_031583592.1	gene-LOC105889295	1689	28014	yes	1086	318	26	259
rna-XM_031583596.1	gene-LOC105889295	1599	28013	no	1025	304	26	244
rna-XM_031583593.1	gene-LOC105889295	1671	28013	no	1073	316	26	256
rna-XM_031583594.1	gene-LOC105889295	1644	28013	no	1056	311	25	252
rna-XM_031583599.1	gene-LOC105889295	1581	28012	no	1012	302	26	241
rna-XM_031583597.1	gene-LOC105889295	1584	28010	no	1019	305	26	234
rna-XM_012815088.2	gene-LOC105889295	1521	28008	no	976	296	25	224
rna-XM_031583600.1	gene-LOC105889295	1539	28008	no	989	298	25	227
rna-XM_012815090.2	gene-LOC105889295	1431	28006	no	915	282	25	209
rna-XM_012815082.2	gene-nfx1	3435	17477	yes	2219	690	34	492
rna-XM_012815083.2	gene-nfx1	3363	14072	no	2169	677	32	485
rna-XM_031584422.1	gene-LOC105889277	1368	1540	yes	865	224	21	258
rna-XM_031584423.1	gene-LOC105889276	1323	1775	yes	825	253	10	235
rna-XM_031584334.1	gene-LOC116224457	1419	2069	yes	920	274	22	203
rna-XM_012815091.2	gene-LOC105889296	2580	6120	yes	1672	484	66	358
rna-XM_031584424.1	gene-LOC116224472	5517	5893	yes	3550	1043	109	815
rna-XM_031584160.1	gene-LOC116224436	1485	1660	no	1035	176	11	263
rna-XM_031584157.1	gene-LOC116224436	1560	1660	yes	1089	183	11	277
rna-XM_031584161.1	gene-LOC116224436	1470	2297	no	988	202	0	280
rna-XM_031584158.1	gene-LOC116224436	1545	2297	no	1039	210	0	296
rna-XM_031584145.1	gene-LOC105889304	3750	64033	no	2418	708	47	577
rna-XM_031584144.1	gene-LOC105889304	3759	64032	no	2422	712	47	578
rna-XM_031584151.1	gene-LOC105889304	3531	64032	no	2278	685	46	522
rna-XM_031584150.1	gene-LOC105889304	3540	64031	no	2282	689	46	523
rna-XM_031584146.1	gene-LOC105889304	3702	62778	no	2386	713	48	555
rna-XM_031584142.1	gene-LOC105889304	3852	62778	yes	2484	724	48	596
rna-XM_031584148.1	gene-LOC105889304	3633	62778	no	2344	701	47	541
rna-XM_031584143.1	gene-LOC105889304	3843	62778	no	2480	720	48	595
rna-XM_031584149.1	gene-LOC105889304	3624	62778	no	2340	697	47	540
rna-XM_031584147.1	gene-LOC105889304	3699	62671	no	2384	701	47	567
rna-XM_012815093.2	gene-LOC105889298	1365	2280	yes	889	221	30	225
rna-XM_031584163.1	gene-LOC105889302	978	53362	no	627	191	13	147
rna-XM_012815098.2	gene-LOC105889302	978	53362	yes	627	191	13	147
rna-XM_031584164.1	gene-LOC105889302	978	46932	no	627	191	13	147
rna-XM_012815094.2	gene-LOC105889299	1242	3012	yes	792	264	10	176
rna-XM_012815102.2	gene-LOC105889305	1482	13071	yes	958	236	38	250
rna-XM_031584162.1	gene-LOC105889305	1479	13071	no	956	235	38	250
rna-XM_031584153.1	gene-LOC105889273	3345	12226	yes	2175	577	59	534
rna-XM_031584155.1	gene-LOC105889273	3345	11048	no	2175	577	59	534
rna-XM_031584156.1	gene-LOC105889273	3294	11048	no	2142	570	57	525
rna-XM_031584152.1	gene-LOC105889273	3345	11048	no	2175	577	59	534
rna-XM_031584154.1	gene-LOC105889273	3345	9683	no	2175	577	59	534
rna-XM_012815108.2	gene-yae1	633	1252	yes	409	130	7	87
rna-XM_031584426.1	gene-pou6f2	1992	99783	yes	1274	317	30	371
rna-XM_012815159.2	gene-vps41	2562	23508	yes	1635	542	60	325
rna-XM_031583466.1	gene-cdv3	699	6920	no	453	137	5	104
rna-XM_012815158.2	gene-cdv3	702	6917	yes	455	137	5	105
rna-XM_031583667.1	gene-tmem108	1737	44103	no	1132	245	17	343
rna-XM_031583666.1	gene-tmem108	1737	44103	yes	1132	245	17	343
rna-XM_012815066.2	gene-tmem108	1737	44102	no	1132	245	17	343
rna-XM_031583668.1	gene-tmem108	1668	42009	no	1090	228	15	335
rna-XM_031583485.1	gene-topbp1	4575	21910	yes	2929	806	45	795
rna-XM_031583489.1	gene-LOC105889354	1665	12356	no	1083	260	28	294
rna-XM_031583488.1	gene-LOC105889354	1668	12355	yes	1085	261	28	294
rna-XM_031583490.1	gene-LOC105889354	1629	12346	no	1061	254	28	286
rna-XM_012815164.2	gene-LOC105889354	1632	11858	no	1062	258	27	285
rna-XM_012815065.2	gene-LOC105889269	936	3083	yes	606	142	22	166
rna-XM_012815124.2	gene-LOC105889326	1017	5414	yes	661	168	21	167
rna-XM_012815064.2	gene-htr5a	1101	11531	yes	728	147	23	203
rna-XM_012815201.2	gene-insig1	756	7847	yes	486	122	13	135
rna-XM_012815131.2	gene-en2	804	4966	yes	514	151	9	130
rna-XM_031583756.1	gene-rbm33	3978	37153	yes	2574	750	24	630
rna-XM_031583754.1	gene-lmbr1	1374	32701	no	875	233	32	234
rna-XM_031583753.1	gene-lmbr1	1428	40796	no	906	250	32	240
rna-XM_031583752.1	gene-lmbr1	1506	40793	yes	953	260	34	259
rna-XM_031583755.1	gene-rnf32	1098	10683	yes	690	234	11	163
rna-XM_012815154.2	gene-ube3c	3294	35016	yes	2083	639	55	517
rna-XM_012815155.2	gene-ube3c	3276	35016	no	2071	636	54	515
rna-XM_031583548.1	gene-ube3c	3249	35016	no	2053	632	54	510
rna-XM_012815211.2	gene-dnajb6	987	35619	yes	632	187	5	163
rna-XM_031584363.1	gene-ptprn2	3366	177142	yes	2156	601	37	572
rna-XM_012815218.2	gene-ncapg2	3423	17782	yes	2165	647	53	558
rna-XM_031584323.1	gene-ncapg2	3423	17656	no	2165	647	53	558
rna-XM_031583961.1	gene-esyt2	2580	34491	no	1646	492	35	407
rna-XM_031583960.1	gene-esyt2	2637	34491	yes	1682	507	35	413
rna-XM_031584141.1	gene-LOC116224435	723	1542	yes	431	233	4	55
rna-XM_031584140.1	gene-wdr60	2430	7840	yes	1542	486	21	381
rna-XM_031584351.1	gene-wdr97	4035	8344	yes	2572	745	50	668
rna-XM_031584360.1	gene-LOC105889342	1704	5257	no	1033	328	11	332
rna-XM_012815149.2	gene-LOC105889342	1872	5127	yes	1146	362	13	351
rna-XM_012815148.2	gene-LOC105889342	1704	4655	no	1033	328	11	332
rna-XM_031584356.1	gene-frrs1	2001	12107	yes	1288	350	31	332
rna-XM_031584357.1	gene-frrs1	1998	12107	no	1286	350	31	331
rna-XM_031584358.1	gene-frrs1	1800	11905	no	1157	314	32	297
rna-XM_031584353.1	gene-palmd	2649	22799	yes	1715	548	44	342
rna-XM_031584355.1	gene-palmd	2649	20980	no	1715	548	44	342
rna-XM_012815057.2	gene-palmd	2337	8188	no	1521	468	34	314
rna-XM_031584354.1	gene-palmd	2313	5874	no	1506	461	35	311
rna-XM_012815109.2	gene-palmd	1554	14307	no	998	309	27	220
rna-XM_031584427.1	gene-plppr4	2253	22124	yes	1459	349	39	406
rna-XM_031583795.1	gene-plppr5	981	73036	yes	642	159	15	165
rna-XM_012815130.2	gene-plppr5	966	73036	no	632	154	16	164
rna-XM_031583796.1	gene-plppr5	792	73036	no	516	134	13	129
rna-XM_031583692.1	gene-snx7	1299	21004	no	831	262	14	192
rna-XM_012815113.2	gene-snx7	1317	21367	no	847	258	15	197
rna-XM_031583691.1	gene-snx7	1419	21367	yes	909	283	16	211
rna-XM_031583900.1	gene-dpyd	3117	149661	yes	2022	511	65	519
rna-XM_031583901.1	gene-dpyd	3108	149661	no	2016	510	65	517
rna-XM_012815221.2	gene-dpyd	3081	149565	no	2000	505	64	512
rna-XM_031583690.1	gene-LOC105889364	1566	14545	no	1018	266	25	257
rna-XM_012815184.2	gene-LOC105889364	1578	14545	yes	1026	267	26	259
rna-XM_012815226.2	gene-LOC105889394	861	3710	yes	579	133	10	139
rna-XM_031584249.1	gene-LOC105889394	861	3654	no	579	133	10	139
rna-XM_012815112.2	gene-LOC105889316	789	16985	yes	519	132	21	117
rna-XM_012815213.2	gene-cnn3	990	12098	yes	651	192	18	129
rna-XM_012815126.2	gene-alg14	660	12532	yes	410	121	12	117
rna-XM_031584129.1	gene-LOC105889259	864	3580	yes	564	144	24	132
rna-XM_012815054.2	gene-LOC105889258	999	4205	yes	647	185	9	158
rna-XM_012815174.2	gene-abcd3	1980	16048	yes	1256	393	40	291
rna-XM_012815175.2	gene-abcd3	1980	16048	no	1256	393	41	290
rna-XM_012815219.2	gene-arhgap29	4221	44673	yes	2700	744	53	724
rna-XM_031584079.1	gene-arhgap29	3795	18944	no	2425	680	47	643
rna-XM_031584080.1	gene-arhgap29	3663	18574	no	2338	655	45	625
rna-XM_031584074.1	gene-LOC105889257	7035	48312	yes	4568	1226	121	1120
rna-XM_031584075.1	gene-LOC105889257	7032	48312	no	4566	1226	121	1119
rna-XM_031584076.1	gene-LOC105889257	6957	48312	no	4520	1208	121	1108
rna-XM_031584077.1	gene-LOC105889257	6954	48312	no	4518	1208	121	1107
rna-XM_031584078.1	gene-LOC105889257	6150	44132	no	3991	1088	103	968
rna-XM_012815128.2	gene-LOC105889329	936	8357	yes	602	185	16	133
rna-XM_012815116.2	gene-olfm3	1374	15163	yes	893	262	25	194
rna-XM_031583937.1	gene-col11a1	5448	77662	yes	3562	718	47	1121
rna-XM_031583892.1	gene-rnpc3	1545	12294	no	987	307	15	236
rna-XM_012815214.2	gene-rnpc3	1545	12294	yes	987	307	15	236
rna-XM_031583894.1	gene-rnpc3	1542	12294	no	985	307	15	235
rna-XM_031583893.1	gene-rnpc3	1545	12255	no	987	307	15	236
rna-XM_031583887.1	gene-LOC105889387	1590	4911	yes	1044	284	23	239
rna-XM_031583891.1	gene-LOC105889387	1464	4911	no	960	260	20	224
rna-XM_031583888.1	gene-LOC105889387	1572	4911	no	1032	282	23	235
rna-XM_031583889.1	gene-LOC105889387	1569	4911	no	1030	282	23	234
rna-XM_031583890.1	gene-LOC105889387	1551	4911	no	1018	280	23	230
rna-XM_012815236.2	gene-prmt6	1071	1261	yes	702	198	22	149
rna-XM_031583622.1	gene-ntng1	1662	91196	yes	1086	307	21	248
rna-XM_031583625.1	gene-ntng1	1404	91196	no	913	261	19	211
rna-XM_031583623.1	gene-ntng1	1539	88592	no	1007	272	19	241
rna-XM_031583621.1	gene-ntng1	1662	88592	no	1086	307	21	248
rna-XM_031583624.1	gene-ntng1	1404	88591	no	918	241	19	226
rna-XM_031584365.1	gene-vav3	2598	77138	yes	1672	533	43	350
rna-XM_031584366.1	gene-vav3	2517	77136	no	1618	526	43	330
rna-XM_012815187.2	gene-LOC105889367	1077	9898	yes	687	218	13	159
rna-XM_012815129.2	gene-nrros	2124	5433	yes	1321	460	29	314
rna-XM_012815110.2	gene-fbxo45	861	3738	yes	563	139	12	147
rna-XM_031583481.1	gene-fam168b	618	7565	yes	418	76	1	123
rna-XM_031583484.1	gene-fam168b	591	7565	no	401	69	1	120
rna-XM_031583483.1	gene-fam168b	591	7563	no	401	69	1	120
rna-XM_031583482.1	gene-fam168b	606	6472	no	411	72	1	122
rna-XM_031583474.1	gene-arhgef4	6798	94435	yes	4370	1356	68	1004
rna-XM_031583478.1	gene-arhgef4	6522	94434	no	4196	1305	66	955
rna-XM_031583476.1	gene-arhgef4	6558	87868	no	4213	1309	63	973
rna-XM_031583475.1	gene-arhgef4	6588	71741	no	4232	1316	64	976
rna-XM_012815177.2	gene-arhgef4	1944	42835	no	1258	376	26	284
rna-XM_031583479.1	gene-arhgef4	1704	15528	no	1102	353	24	225
rna-XM_031583480.1	gene-arhgef4	1566	10960	no	1016	320	22	208
rna-XM_012815189.2	gene-u2surp	2946	10877	yes	1900	582	39	425
rna-XM_012815132.2	gene-LOC105889333	1296	7416	yes	845	225	26	200
rna-XM_031583920.1	gene-LOC105889333	1089	6439	no	710	191	22	166
rna-XM_012815115.2	gene-trpc1	2421	19455	yes	1549	471	37	364
rna-XM_012815135.2	gene-LOC105889335	1395	2769	yes	893	260	20	222
rna-XM_031583792.1	gene-dipk2a	1284	27413	no	828	233	9	214
rna-XM_012815242.2	gene-dipk2a	1284	27413	yes	828	233	9	214
rna-XM_012815192.2	gene-plod2	2202	36273	no	1434	432	43	293
rna-XM_012815191.2	gene-plod2	2265	36273	yes	1474	447	43	301
rna-XM_012815193.2	gene-LOC105889371	684	7179	yes	449	133	15	87
rna-XM_031584115.1	gene-LOC105889371	684	7081	no	449	133	15	87
rna-XM_012815122.2	gene-LOC105889324	1473	5567	no	958	273	10	232
rna-XM_012815121.2	gene-LOC105889324	1581	5564	yes	1027	288	11	255
rna-XM_012815123.2	gene-zic1	1329	3370	yes	877	225	10	217
rna-XM_031584272.1	gene-agtr1	1083	7925	yes	702	160	25	196
rna-XM_031584270.1	gene-LOC105889322	1251	4563	yes	822	212	26	191
rna-XM_031584271.1	gene-LOC105889252	1251	11950	yes	819	214	25	193
rna-XM_031584268.1	gene-LOC105889323	1260	5454	yes	825	218	27	190
rna-XM_031584269.1	gene-LOC105889323	1248	5454	no	816	216	26	190
rna-XM_031584273.1	gene-LOC105889390	906	14478	no	593	170	6	137
rna-XM_012815220.2	gene-LOC105889390	963	12677	yes	631	180	6	146
rna-XM_031584259.1	gene-LOC105889336	1893	5212	no	1229	394	41	229
rna-XM_031584258.1	gene-LOC105889336	1896	5212	yes	1231	395	41	229
rna-XM_031584260.1	gene-LOC105889336	1557	3049	no	1009	333	40	175
rna-XM_031584266.1	gene-LOC105889375	1464	22764	yes	944	266	24	230
rna-XM_031584265.1	gene-LOC105889375	1464	11800	no	944	266	24	230
rna-XM_031584261.1	gene-ppp1r16a	1713	16922	yes	1097	310	12	294
rna-XM_031584263.1	gene-ppp1r16a	1713	15702	no	1097	310	12	294
rna-XM_031584262.1	gene-ppp1r16a	1713	10997	no	1097	310	12	294
rna-XM_012815230.2	gene-foxh1	1584	5346	yes	1024	261	11	288
rna-XM_031584257.1	gene-oplah	3363	12680	yes	2165	537	49	612
rna-XM_031584264.1	gene-LOC105889247	1665	3862	yes	1055	359	26	225
rna-XM_031584428.1	gene-LOC116224473	1086	1740	yes	692	197	15	182
rna-XM_031584429.1	gene-LOC105889249	1143	2287	yes	720	250	25	148
rna-XM_031584054.1	gene-LOC105889374	738	6364	yes	472	157	8	101
rna-XM_012822504.2	gene-LOC105895817	312	357	yes	201	42	6	63
rna-XM_031584371.1	gene-wac	1656	27948	no	1068	286	13	289
rna-XM_012815167.2	gene-wac	1659	27948	yes	1070	287	13	289
rna-XM_012815169.2	gene-bambi	834	5124	yes	531	139	8	156
rna-XM_031583914.1	gene-mpp7	1809	131071	yes	1151	353	32	273
rna-XM_031583916.1	gene-mpp7	1809	131071	no	1151	353	32	273
rna-XM_031583917.1	gene-mpp7	1767	131070	no	1124	344	31	268
rna-XM_031583918.1	gene-mpp7	1752	131070	no	1114	341	31	266
rna-XM_031583919.1	gene-mpp7	1731	131069	no	1099	338	31	263
rna-XM_031583915.1	gene-mpp7	1809	120554	no	1151	353	32	273
rna-XM_031584324.1	gene-armc4	3192	70560	yes	2040	574	50	528
rna-XM_012815153.2	gene-mkx	1059	33752	yes	679	205	13	162
rna-XM_012815152.2	gene-LOC105889346	615	9987	yes	390	115	12	98
rna-XM_031584430.1	gene-LOC105889246	2814	11198	yes	1792	584	44	394
rna-XM_031583971.1	gene-LOC116224400	534	1353	yes	342	113	9	70
rna-XM_031584431.1	gene-LOC105889245	768	2172	yes	496	160	15	97
rna-XM_031584106.1	gene-LOC105889238	2739	6733	yes	1774	495	66	404
rna-XM_012815041.2	gene-LOC105889243	6297	8482	yes	4069	1153	124	951
rna-XM_031584107.1	gene-LOC105889242	2601	5527	yes	1696	469	62	374
rna-XM_031584432.1	gene-LOC116224474	801	2729	yes	514	157	12	118
rna-XM_031584110.1	gene-LOC105894499	720	1351	yes	457	140	15	108
rna-XM_031584433.1	gene-LOC116224475	3660	5232	yes	2338	740	52	530
rna-XM_031584108.1	gene-LOC105889241	2574	6670	yes	1672	461	62	379
rna-XM_031584112.1	gene-LOC116224427	279	2087	yes	180	45	5	49
rna-XM_031584111.1	gene-LOC116224426	390	2591	yes	251	68	9	62
rna-XM_031584434.1	gene-LOC116224476	753	8537	yes	494	129	18	112
rna-XM_031584435.1	gene-LOC116224477	834	3206	yes	533	168	17	116
rna-XM_031584109.1	gene-LOC116224425	1728	2307	yes	1134	296	45	253
rna-XM_031584309.1	gene-LOC105889236	2952	8628	no	1921	546	64	421
rna-XM_012815035.2	gene-LOC105889236	2955	8075	yes	1926	542	64	423
rna-XM_031584369.1	gene-LOC105889235	6228	7688	yes	3982	1187	127	932
rna-XM_031583992.1	gene-LOC105889365	2172	11551	yes	1404	379	31	358
rna-XM_031583758.1	gene-mastl	2703	6803	yes	1732	488	36	447
rna-XM_012815234.2	gene-acbd5	1479	10284	no	954	276	16	233
rna-XM_031583759.1	gene-acbd5	1512	10284	yes	971	287	16	238
rna-XM_012815235.2	gene-acbd5	1470	7992	no	949	273	15	233
rna-XM_031583685.1	gene-abi1	1662	51890	yes	1087	259	27	289
rna-XM_031583686.1	gene-abi1	1575	51890	no	1029	248	26	272
rna-XM_031583688.1	gene-abi1	1548	51890	no	1009	257	27	255
rna-XM_012815195.2	gene-abi1	1647	51889	no	1077	256	27	287
rna-XM_031583689.1	gene-abi1	1560	51888	no	1019	245	26	270
rna-XM_012815238.2	gene-pdss1	1257	6530	yes	799	241	25	192
rna-XM_031583683.1	gene-LOC105889327	1716	6806	yes	1092	341	21	262
rna-XM_031583684.1	gene-LOC105889327	1077	5376	no	689	223	14	151
rna-XM_031583682.1	gene-apbb1ip	2067	20756	yes	1356	314	15	382
rna-XM_031583880.1	gene-LOC116224391	2364	5014	yes	1512	403	20	429
rna-XM_012815114.2	gene-gad2	1752	20542	yes	1158	305	30	259
rna-XM_031583879.1	gene-LOC105889232	5478	62022	yes	3524	1074	97	783
rna-XM_031583881.1	gene-LOC116224392	462	9964	yes	307	77	10	68
rna-XM_012815029.2	gene-gpr158	4218	74447	no	2730	780	48	660
rna-XM_031583974.1	gene-gpr158	4302	74446	yes	2787	792	49	674
rna-XM_031584118.1	gene-LOC105889230	2634	15714	yes	1712	486	63	373
rna-XM_031584120.1	gene-LOC105889230	2634	15714	no	1712	486	63	373
rna-XM_031584119.1	gene-LOC105889230	2634	15714	no	1712	486	63	373
rna-XM_012815027.2	gene-arhgap21	6117	102521	yes	3936	935	66	1180
rna-XM_012815026.2	gene-LOC105889226	681	14763	yes	441	128	16	96
rna-XM_012815240.2	gene-enkur	783	2557	yes	514	155	12	102
rna-XM_012815241.2	gene-thnsl1	2229	5167	yes	1418	411	38	362
rna-XM_031583767.1	gene-LOC105889225	2562	221601	yes	1639	484	43	396
rna-XM_031583763.1	gene-LOC116224373	645	1305	no	405	127	11	102
rna-XM_031583761.1	gene-LOC116224373	648	1303	yes	407	127	11	103
rna-XM_031584437.1	gene-LOC116224478	1803	5241	yes	1150	348	19	286
rna-XM_012815208.2	gene-LOC105889382	1257	17704	yes	822	220	36	179
rna-XM_012815105.2	gene-xrcc2	942	1844	yes	596	186	11	149
rna-XM_031584438.1	gene-galnt11	1272	15294	yes	818	235	18	201
rna-XM_031583766.1	gene-LOC105889223	16614	104737	yes	10830	2817	108	2859
rna-XM_031583760.1	gene-LOC105889311	1608	63975	yes	1038	260	32	278
rna-XM_012815104.2	gene-LOC105889309	522	10325	yes	346	92	4	80
rna-XM_012815103.2	gene-LOC105889308	684	67716	yes	448	118	10	108
rna-XM_031583610.1	gene-LOC105889400	1272	62864	yes	820	231	18	203
rna-XM_031583808.1	gene-LOC105889222	2937	66900	no	1903	504	46	484
rna-XM_031583807.1	gene-LOC105889222	2952	66900	yes	1912	508	46	486
rna-XM_031583988.1	gene-LOC116224407	381	1906	yes	240	73	8	60
rna-XM_031583995.1	gene-LOC116224409	330	1492	no	214	54	4	58
rna-XM_031583994.1	gene-LOC116224409	372	1486	yes	241	61	4	66
rna-XM_031584439.1	gene-LOC116224479	825	6736	yes	539	138	18	130
rna-XM_031584440.1	gene-LOC116224480	294	1282	yes	191	48	8	47
rna-XM_031583853.1	gene-LOC105910880	2178	3311	yes	1415	379	61	323
rna-XM_031583854.1	gene-LOC116224390	759	1373	yes	487	150	15	107
rna-XM_031583852.1	gene-LOC105910881	2511	7114	yes	1629	462	64	356
rna-XM_031583816.1	gene-LOC105910894	753	4481	no	493	129	13	118
rna-XM_012839659.2	gene-LOC105910894	897	4473	yes	586	150	19	142
rna-XM_012839666.2	gene-LOC105910902	783	8378	yes	517	120	10	136
rna-XM_012839648.2	gene-steap1	996	5208	no	626	182	16	172
rna-XM_031583948.1	gene-steap1	999	5208	yes	628	183	16	172
rna-XM_031583980.1	gene-LOC105910885	2142	3933	yes	1409	394	30	309
rna-XM_031583979.1	gene-LOC105910886	2148	15212	yes	1409	407	29	303
rna-XM_012839651.2	gene-LOC105910886	1863	15212	no	1221	364	24	254
rna-XM_012839663.2	gene-c1ql3	762	4528	yes	500	119	13	130
rna-XM_031583639.1	gene-rsu1	855	40579	yes	541	169	15	130
rna-XM_012839660.2	gene-rsu1	834	39557	no	527	165	15	127
rna-XM_031584361.1	gene-cubn	10896	52777	yes	7171	1746	162	1817
rna-XM_012839653.2	gene-trdmt1	1164	6358	yes	734	229	14	187
rna-XM_031584362.1	gene-vim	1368	6381	yes	880	288	19	181
rna-XM_031584441.1	gene-LOC116224481	414	14100	yes	267	76	10	61
rna-XM_031583546.1	gene-LOC105910890	2190	64005	no	1418	428	29	315
rna-XM_031583545.1	gene-LOC105910890	2193	64005	no	1420	427	29	317
rna-XM_031583544.1	gene-LOC105910890	2196	64004	yes	1421	429	29	317
