transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_029850500.1	gene-LOC101070458	711	16232	yes	453	129	17	112
rna-XM_029850501.1	gene-LOC101070458	645	15808	no	411	113	17	104
rna-XM_003972212.3	gene-gemin6	519	1539	yes	333	97	8	81
rna-XM_029850497.1	gene-sos1	3819	33500	no	2435	754	70	560
rna-XM_029850496.1	gene-sos1	3918	33499	yes	2498	773	71	576
rna-XM_029850498.1	gene-sos1	3423	28296	no	2183	715	72	453
rna-XM_029850630.1	gene-LOC115253245	648	3663	yes	430	111	14	93
rna-XM_011612724.2	gene-rcor3	1296	8115	no	845	262	13	176
rna-XM_029850611.1	gene-rcor3	1584	8999	no	1028	283	12	261
rna-XM_003972262.3	gene-rcor3	1662	8998	yes	1080	297	14	271
rna-XM_029850609.1	gene-pex6	3102	6281	no	1949	585	30	538
rna-XM_011612723.2	gene-pex6	3102	6280	no	1949	584	30	539
rna-XM_011612722.2	gene-pex6	3105	6279	yes	1951	585	30	539
rna-XM_029851296.1	gene-ttbk1	3759	27720	no	2403	677	46	633
rna-XM_029851299.1	gene-ttbk1	3702	27593	no	2364	671	45	622
rna-XM_029851295.1	gene-ttbk1	3759	27577	no	2403	677	46	633
rna-XM_029851297.1	gene-ttbk1	3702	26954	no	2364	671	45	622
rna-XM_029851298.1	gene-ttbk1	3702	26954	no	2364	671	45	622
rna-XM_029851294.1	gene-ttbk1	3789	25038	yes	2423	682	47	637
rna-XM_029851301.1	gene-ttbk1	2220	12708	no	1418	410	29	363
rna-XM_029851300.1	gene-ttbk1	2295	12707	no	1464	429	29	373
rna-XM_029851302.1	gene-ttbk1	2178	10298	no	1393	401	31	353
rna-XM_029851304.1	gene-LOC101069310	1896	7270	no	1207	349	55	285
rna-XM_029851303.1	gene-LOC101069310	2265	8283	yes	1439	419	66	341
rna-XM_011612712.2	gene-LOC101069310	2244	8282	no	1427	414	64	339
rna-XM_011612713.2	gene-tmem246	1173	3277	yes	735	234	9	195
rna-XM_011612715.2	gene-tmem246	1173	3268	no	735	234	9	195
rna-XM_003972211.3	gene-tmem246	1173	3250	no	735	234	9	195
rna-XM_011612716.2	gene-tmem246	1173	3250	no	735	234	9	195
rna-XM_003972210.3	gene-LOC101076827	459	1501	yes	305	66	15	73
rna-XM_029851439.1	gene-LOC101069082	2733	10818	yes	1779	456	66	432
rna-XM_029851440.1	gene-LOC101069082	2715	10603	no	1767	453	66	429
rna-XM_003972259.3	gene-LOC101069082	2733	10603	no	1779	456	66	432
rna-XM_029850632.1	gene-LOC101068856	1266	8442	yes	826	200	38	202
rna-XM_029850582.1	gene-LOC101068635	2781	11704	no	1789	480	24	488
rna-XM_029850577.1	gene-LOC101068635	2811	11701	no	1808	489	24	490
rna-XM_029850584.1	gene-LOC101068635	2739	11701	no	1763	474	22	480
rna-XM_029850578.1	gene-LOC101068635	2808	11701	no	1805	487	24	492
rna-XM_029850581.1	gene-LOC101068635	2802	11701	no	1803	484	24	491
rna-XM_029850579.1	gene-LOC101068635	2808	11701	no	1806	486	24	492
rna-XM_029850580.1	gene-LOC101068635	2805	11701	no	1804	486	24	491
rna-XM_029850585.1	gene-LOC101068635	2691	11701	no	1729	469	23	470
rna-XM_029850576.1	gene-LOC101068635	2811	11701	yes	1807	488	24	492
rna-XM_029850583.1	gene-LOC101068635	2757	11686	no	1773	477	21	486
rna-XM_029850586.1	gene-LOC101068635	2235	9414	no	1441	365	15	414
rna-XM_029850587.1	gene-LOC101068635	2085	9757	no	1333	378	18	356
rna-XM_029850588.1	gene-LOC101068635	1887	9327	no	1207	353	17	310
rna-XM_011612708.2	gene-aars2	2946	8292	yes	1865	543	39	499
rna-XM_011612709.2	gene-aars2	2910	8292	no	1843	535	38	494
rna-XM_029850574.1	gene-aars2	2895	8292	no	1833	533	35	494
rna-XM_029850575.1	gene-aars2	2676	7498	no	1681	505	37	453
rna-XM_029850942.1	gene-LOC101076595	2115	9191	yes	1372	400	30	313
rna-XM_003972209.3	gene-LOC101076595	2094	9186	no	1359	396	30	309
rna-XM_003972256.3	gene-mrps28	531	766	yes	333	95	4	99
rna-XM_029850489.1	gene-sde2	1215	2783	yes	766	255	9	185
rna-XM_011612702.2	gene-sde2	1212	2783	no	764	254	9	185
rna-XM_029850487.1	gene-mtif2	2151	11818	yes	1369	386	31	365
rna-XM_029850488.1	gene-mtif2	2148	11817	no	1367	385	31	365
rna-XM_011612703.2	gene-mtif2	2130	11817	no	1354	386	31	359
rna-XM_029850481.1	gene-eml6	5952	29245	no	3838	1060	102	952
rna-XM_029850479.1	gene-eml6	5991	29243	no	3866	1074	102	949
rna-XM_029850477.1	gene-eml6	6012	29243	yes	3879	1077	103	953
rna-XM_029850480.1	gene-eml6	5952	29242	no	3841	1068	102	941
rna-XM_029850484.1	gene-eml6	5730	29241	no	3697	1024	97	912
rna-XM_029850482.1	gene-eml6	5868	29239	no	3786	1058	101	923
rna-XM_029850483.1	gene-eml6	5847	29238	no	3773	1055	100	919
rna-XM_029850478.1	gene-eml6	6012	21970	no	3879	1077	103	953
rna-XM_029850485.1	gene-eml6	5730	19906	no	3697	1024	97	912
rna-XM_011612693.2	gene-sptbn1	7047	30908	yes	4520	1475	98	954
rna-XM_011612695.2	gene-sptbn1	7047	30905	no	4520	1475	98	954
rna-XM_029850730.1	gene-sptbn1	7047	22939	no	4520	1475	98	954
rna-XM_011612694.2	gene-sptbn1	6975	21990	no	4465	1469	96	945
rna-XM_029850731.1	gene-sptbn1	6393	14992	no	4097	1343	87	866
rna-XM_003972208.2	gene-polr3f	951	2931	no	617	189	21	124
rna-XM_029850732.1	gene-polr3f	957	2931	yes	620	192	21	124
rna-XM_011612697.2	gene-dzank1	1917	10260	yes	1228	357	15	317
rna-XM_029850742.1	gene-dzank1	1806	10260	no	1156	337	15	298
rna-XM_029850743.1	gene-dzank1	1701	9761	no	1095	314	14	278
rna-XM_029850740.1	gene-dzank1	1917	9338	no	1228	357	15	317
rna-XM_029850739.1	gene-kat14	2373	3562	yes	1530	433	31	379
rna-XM_029850747.1	gene-LOC115253271	270	784	yes	161	68	0	41
rna-XM_029850733.1	gene-LOC101066820	2619	11268	yes	1695	473	57	394
rna-XM_029850738.1	gene-LOC101066820	2400	11218	no	1554	436	54	356
rna-XM_029850735.1	gene-LOC101066820	2556	11218	no	1655	461	54	386
rna-XM_029850736.1	gene-LOC101066820	2550	11218	no	1648	461	57	384
rna-XM_029850734.1	gene-LOC101066820	2616	11218	no	1693	472	57	394
rna-XM_029850737.1	gene-LOC101066820	2526	11218	no	1637	455	54	380
rna-XM_029850745.1	gene-LOC101066856	750	10819	no	470	141	11	128
rna-XM_003979965.3	gene-LOC101066856	753	2706	yes	475	139	11	128
rna-XM_003972206.3	gene-dpy30	315	1244	yes	197	71	3	44
rna-XM_011612689.2	gene-dpy30	282	1083	no	174	65	3	40
rna-XM_029850744.1	gene-psen2	1113	4718	no	739	172	24	178
rna-XM_003972249.3	gene-psen2	1275	4718	yes	838	193	32	212
rna-XM_011612688.2	gene-psen2	1275	4677	no	838	193	32	212
rna-XM_029851187.1	gene-eif4a3	1221	3963	yes	785	223	35	178
rna-XM_029850997.1	gene-LOC101066372	1326	5021	no	866	201	9	250
rna-XM_011612687.2	gene-LOC101066372	1380	5020	no	902	202	10	266
rna-XM_011612686.2	gene-LOC101066372	1491	5019	no	970	216	10	295
rna-XM_003972248.3	gene-LOC101066372	1545	5019	yes	1006	217	11	311
rna-XM_011612682.2	gene-LOC101066144	741	4316	yes	487	132	13	109
rna-XM_011612684.2	gene-LOC101066144	660	4314	no	435	114	11	100
rna-XM_011612683.2	gene-LOC101066144	741	4314	no	487	132	13	109
rna-XM_003972247.3	gene-LOC101066144	660	4311	no	435	114	11	100
rna-XM_003972246.3	gene-tmem178a	1020	2786	yes	643	182	17	178
rna-XM_003972204.3	gene-LOC101075252	1407	4412	yes	910	227	12	258
rna-XM_003972203.3	gene-tomm20	441	2235	yes	274	95	8	64
rna-XM_011612681.2	gene-rbm34	1185	3561	no	750	249	15	171
rna-XM_011612679.2	gene-rbm34	1200	4142	no	759	251	15	175
rna-XM_003972245.3	gene-rbm34	1230	3553	yes	779	260	15	176
rna-XM_029851012.1	gene-tbce	1554	17704	yes	983	310	18	243
rna-XM_029851013.1	gene-tbce	1554	17654	no	983	310	18	243
rna-XM_029851011.1	gene-LOC115253308	2010	4992	yes	1297	406	40	267
rna-XM_003972243.3	gene-ero1b	1497	7471	yes	954	325	24	194
rna-XM_011612678.2	gene-ero1b	1398	7080	no	882	313	21	182
rna-XM_003972242.3	gene-LOC101065008	1158	5568	yes	731	203	16	208
rna-XM_029851392.1	gene-LOC115253360	1482	2138	yes	958	293	30	201
rna-XM_011612675.2	gene-LOC101064790	1815	5175	yes	1135	345	23	312
rna-XM_011612677.2	gene-LOC101064572	3078	7355	no	1979	568	23	508
rna-XM_011612676.2	gene-LOC101064572	3156	7334	yes	2027	579	23	527
rna-XM_029850518.1	gene-LOC101064572	2700	4801	no	1729	487	18	466
rna-XM_003972239.3	gene-rrp36	984	3233	yes	621	250	7	106
rna-XM_003972238.3	gene-map1lc3c	387	1182	yes	253	76	5	53
rna-XM_003972201.3	gene-LOC101074653	2271	11706	yes	1452	438	22	359
rna-XM_011612674.2	gene-LOC101074653	2262	11706	no	1445	437	22	358
rna-XM_029850967.1	gene-LOC101074653	1899	6378	no	1224	351	19	305
rna-XM_003972200.3	gene-LOC101074426	1404	3035	yes	912	261	25	206
rna-XM_029850971.1	gene-acaa1	1290	2685	yes	819	222	22	227
rna-XM_011612667.2	gene-esf1	2142	4393	no	1381	492	14	255
rna-XM_029850968.1	gene-esf1	2205	4393	yes	1421	505	14	265
rna-XM_003972235.3	gene-ndufaf5	1053	2504	yes	669	198	19	167
rna-XM_011612668.2	gene-ndufaf5	1005	2504	no	638	189	16	162
rna-XM_029850969.1	gene-gas8	1218	4153	no	758	303	11	146
rna-XM_029850970.1	gene-gas8	1212	3292	no	759	292	10	151
rna-XM_011612670.2	gene-gas8	1299	3267	yes	811	319	11	158
rna-XM_029850961.1	gene-LOC101074205	4065	15516	no	2542	865	52	606
rna-XM_029850963.1	gene-LOC101074205	4032	15514	no	2521	860	52	599
rna-XM_029850964.1	gene-LOC101074205	3990	15513	no	2493	852	52	593
rna-XM_029850965.1	gene-LOC101074205	3957	15511	no	2472	847	52	586
rna-XM_029850960.1	gene-LOC101074205	4080	11169	yes	2558	873	51	598
rna-XM_029850966.1	gene-LOC101074205	3930	11163	no	2460	844	49	577
rna-XM_011612672.2	gene-LOC101074205	3897	11159	no	2439	839	49	570
rna-XM_011612665.2	gene-snrpb2	660	5639	yes	433	121	13	93
rna-XM_029851101.1	gene-LOC101073985	1098	6662	yes	714	182	9	193
rna-XM_029851100.1	gene-LOC101073985	1098	6387	no	714	182	9	193
rna-XM_029851103.1	gene-LOC101073985	984	4384	no	641	161	9	173
rna-XM_029851102.1	gene-LOC101073985	984	4383	no	641	161	9	173
rna-XM_011612661.2	gene-mdh1	1053	5583	yes	686	159	24	184
rna-XM_003972197.3	gene-mdh1	1002	3989	no	654	154	24	170
rna-XM_011612660.2	gene-LOC101073539	1479	5965	no	944	287	32	216
rna-XM_003972196.3	gene-LOC101073539	1518	4586	yes	968	293	32	225
rna-XM_003972232.3	gene-vps54	2925	7889	yes	1860	571	46	448
rna-XM_003972195.3	gene-LOC101073311	1245	5041	yes	802	219	17	207
rna-XM_029851098.1	gene-LOC101062565	1299	13686	yes	839	202	21	237
rna-XM_029851097.1	gene-LOC101062565	1299	4198	no	839	202	21	237
rna-XM_003972231.3	gene-LOC101062565	1299	4480	no	839	202	21	237
rna-XM_029851099.1	gene-LOC101062565	1299	4144	no	840	208	19	232
rna-XM_011612659.2	gene-LOC101062565	1299	3818	no	839	202	21	237
rna-XM_011612658.2	gene-LOC101073084	510	2125	no	325	96	10	79
rna-XM_029851104.1	gene-LOC101073084	528	2073	yes	338	99	10	81
rna-XM_011612657.2	gene-LOC101073084	516	2065	no	333	95	10	78
rna-XM_011612650.2	gene-LOC101062342	2319	6348	yes	1514	394	17	394
rna-XM_011612652.2	gene-LOC101062342	2235	6348	no	1459	382	17	377
rna-XM_011612651.2	gene-LOC101062342	2316	6348	no	1512	393	17	394
rna-XM_011612653.2	gene-LOC101062342	2232	6348	no	1457	381	17	377
rna-XM_011612654.2	gene-LOC101062342	2085	4711	no	1363	355	16	351
rna-XM_011612645.2	gene-LOC101062117	1521	4962	no	963	287	14	257
rna-XM_011612644.2	gene-LOC101062117	1557	4961	yes	988	289	14	266
rna-XM_003972229.3	gene-LOC101062117	1554	4960	no	986	288	14	266
rna-XM_029850569.1	gene-LOC101061888	4590	28345	no	2912	890	58	730
rna-XM_029850568.1	gene-LOC101061888	4734	28345	yes	3005	918	55	756
rna-XM_003972228.3	gene-LOC101061888	4677	28344	no	2972	906	55	744
rna-XM_029850570.1	gene-LOC101061888	4452	19598	no	2823	868	52	709
rna-XM_029850137.1	gene-lcor	2061	37686	yes	1318	386	17	340
rna-XM_011612643.2	gene-lcor	2028	37684	no	1297	382	16	333
rna-XM_029850138.1	gene-lcor	1818	37616	no	1164	328	14	312
rna-XM_029850757.1	gene-LOC101072865	405	9533	no	260	78	1	66
rna-XM_003972193.3	gene-LOC101072865	438	9518	yes	282	85	1	70
rna-XM_029850756.1	gene-LOC101072865	438	8397	no	282	85	1	70
rna-XM_029850753.1	gene-hoga1	1014	5876	yes	647	167	8	192
rna-XM_003972226.3	gene-hoga1	987	5874	no	623	174	9	181
rna-XM_029850755.1	gene-hoga1	798	5320	no	511	131	5	151
rna-XM_029851399.1	gene-LOC101077684	2598	6789	no	1642	460	44	452
rna-XM_029851397.1	gene-LOC101077684	2658	6786	yes	1681	469	45	463
rna-XM_029851398.1	gene-LOC101077684	2637	6786	no	1669	472	45	451
rna-XM_003972192.3	gene-LOC101072642	1233	3687	yes	805	215	19	194
rna-XM_003979642.3	gene-LOC101073339	1059	2301	yes	677	194	5	183
rna-XM_003972191.3	gene-LOC101072411	1182	4166	yes	767	186	16	213
rna-XM_011612640.2	gene-LOC101061206	1803	6475	yes	1143	331	27	302
rna-XM_011612639.2	gene-LOC101061206	1803	6008	no	1143	331	27	302
rna-XM_011612641.2	gene-LOC105417663	1554	15565	yes	994	296	11	253
rna-XM_029850952.1	gene-LOC105417663	1554	15565	no	994	296	11	253
rna-XM_029850953.1	gene-LOC105417663	1554	15315	no	994	296	11	253
rna-XM_029850954.1	gene-LOC105417663	1293	10159	no	828	250	10	205
rna-XM_029850957.1	gene-LOC115253299	246	2929	yes	160	36	6	44
rna-XM_011612637.2	gene-LOC105417661	2253	5300	yes	1455	427	34	337
rna-XM_011612638.2	gene-LOC105417661	2253	5300	no	1455	427	34	337
rna-XM_029850956.1	gene-LOC115253298	1029	2527	yes	663	183	19	164
rna-XM_011612636.2	gene-LOC105417660	1476	2813	yes	946	307	12	211
rna-XM_011612635.2	gene-LOC105417660	1476	2761	no	946	307	12	211
rna-XM_003972189.3	gene-LOC101071975	1440	11444	yes	930	283	26	201
rna-XM_029850427.1	gene-pus10	1587	4564	no	1019	308	19	241
rna-XM_029850426.1	gene-pus10	1638	4564	yes	1050	320	19	249
rna-XM_011612632.2	gene-pus10	1614	4542	no	1033	318	19	244
rna-XM_011612631.2	gene-pus10	1614	4359	no	1033	318	19	244
rna-NM_001032679.1	gene-cct4	1611	3389	yes	1044	253	44	270
rna-XM_029851519.1	gene-fam161a	2253	4828	yes	1405	510	15	323
rna-XM_029851520.1	gene-fam161a	2127	4828	no	1327	481	14	305
rna-XM_011612630.2	gene-xpo1	3189	8357	yes	2069	620	72	428
rna-XM_011612626.2	gene-usp34	10920	25531	yes	7042	2109	143	1626
rna-XM_011612628.2	gene-usp34	10917	25531	no	7040	2108	143	1626
rna-XM_029850830.1	gene-usp34	10881	25531	no	7018	2105	143	1615
rna-XM_011612629.2	gene-usp34	10911	25531	no	7037	2107	143	1624
rna-XM_029850831.1	gene-commd1	633	2297	yes	405	124	4	100
rna-XM_003972220.3	gene-commd1	573	2258	no	365	115	4	89
rna-XM_003972219.3	gene-b3gnt2	1260	1711	yes	806	258	19	177
rna-XM_011612625.2	gene-LOC101078859	1908	3899	yes	1223	338	12	335
rna-XM_029850835.1	gene-LOC101078632	1161	1515	yes	739	190	29	203
rna-XM_029850833.1	gene-aplf	1386	7551	yes	891	277	9	209
rna-XM_003972216.3	gene-aplf	1350	7550	no	868	272	9	201
rna-XM_029850834.1	gene-aplf	1386	7521	no	891	277	9	209
rna-XM_003972188.3	gene-fbxo48	438	1759	no	275	95	7	61
rna-XM_029850836.1	gene-fbxo48	612	1728	yes	390	112	9	101
rna-XM_011612622.2	gene-fbxo48	438	1728	no	275	95	7	61
rna-XM_003972187.3	gene-LOC101071527	552	2362	yes	366	96	13	77
rna-XM_003972186.3	gene-LOC101071292	513	3234	yes	334	111	11	57
rna-XM_011612621.2	gene-LOC105417657	1440	3470	no	918	290	15	217
rna-XM_011612619.2	gene-LOC105417657	1635	3470	yes	1032	338	15	250
rna-XM_011612620.2	gene-LOC105417657	1602	3470	no	1026	307	18	251
rna-XM_029851369.1	gene-LOC101077960	1158	9075	no	740	225	19	174
rna-XM_029851368.1	gene-LOC101077960	1158	9075	yes	740	225	19	174
rna-XM_029851371.1	gene-LOC101077960	1125	9074	no	719	219	19	168
rna-XM_029851370.1	gene-LOC101077960	1125	9073	no	719	219	19	168
rna-XM_029851373.1	gene-LOC101077960	936	7188	no	592	187	15	142
rna-XM_029851372.1	gene-LOC101077960	936	7188	no	594	185	14	143
rna-XM_029851374.1	gene-LOC101077960	936	5785	no	594	185	14	143
rna-XM_029851375.1	gene-LOC101077960	915	5073	no	577	186	14	138
rna-XM_003972185.3	gene-LOC101071062	1284	5254	yes	818	271	10	185
rna-XM_029850888.1	gene-LOC101071062	1284	5254	no	818	271	10	185
rna-XM_003972182.3	gene-LOC101070538	609	3334	yes	400	106	14	89
rna-XM_003972213.2	gene-LOC101077507	813	1713	no	511	165	8	129
rna-XM_029851481.1	gene-LOC101077507	843	1708	yes	531	168	8	136
rna-XM_029851379.1	gene-LOC101078128	2049	5238	no	1346	385	17	301
rna-XM_029851378.1	gene-LOC101078128	2166	5230	yes	1424	407	18	317
rna-XM_029850783.1	gene-LOC101077905	2298	8983	yes	1497	363	15	423
rna-XM_029850782.1	gene-LOC101074095	2772	9185	yes	1787	501	55	429
rna-XM_003978012.3	gene-LOC101074095	2760	7871	no	1778	499	55	428
rna-XM_029850777.1	gene-LOC101077676	4599	15162	yes	3003	770	70	756
rna-XM_029850780.1	gene-LOC101077676	4449	15161	no	2904	736	70	739
rna-XM_029850776.1	gene-LOC101077676	4599	14361	no	3003	770	70	756
rna-XM_029850778.1	gene-LOC101077676	4587	14361	no	2995	768	70	754
rna-XM_011619318.2	gene-LOC101077676	4233	14360	no	2768	705	60	700
rna-XM_029850781.1	gene-LOC101077676	4449	14299	no	2904	736	70	739
rna-XM_011619317.2	gene-LOC105418776	2718	5787	yes	1737	558	34	389
rna-XM_029850784.1	gene-lgsn	2076	4459	yes	1336	387	36	317
rna-XM_011619321.2	gene-lgsn	2055	2706	no	1322	383	36	314
rna-XM_003978010.3	gene-ptp4a1	522	4910	yes	335	99	9	79
rna-XM_003978025.3	gene-LOC101077226	2064	8893	yes	1329	247	17	471
rna-XM_011619314.2	gene-hyls1	1107	5780	no	704	215	14	174
rna-XM_011619315.2	gene-hyls1	1104	5780	no	702	214	14	174
rna-XM_029850812.1	gene-hyls1	1218	2337	yes	785	254	15	164
rna-XM_003978009.3	gene-mrpl4	909	2509	yes	574	167	16	152
rna-XM_003978023.3	gene-LOC101076780	6666	9477	yes	4328	1229	94	1015
rna-XM_011619311.2	gene-abcc10	4641	9698	yes	2960	821	80	780
rna-XM_011619310.2	gene-abcc10	4641	9672	no	2960	821	80	780
rna-XM_029850775.1	gene-abcc10	4053	8215	no	2599	695	69	690
rna-XM_003978021.3	gene-sp2	1821	6579	yes	1180	256	32	353
rna-XM_029850797.1	gene-sp2	1800	6382	no	1166	250	32	352
rna-XM_011619313.2	gene-sp2	1800	6370	no	1166	250	32	352
rna-NM_001122863.1	gene-socs7	1698	7357	yes	1081	300	17	300
rna-XM_029850635.1	gene-LOC101076092	2823	8520	yes	1823	518	35	447
rna-XM_011619309.2	gene-mrpl45	948	3136	no	604	188	18	138
rna-XM_011619308.2	gene-mrpl45	1056	3134	yes	676	209	21	150
rna-XM_011619307.2	gene-LOC105418775	1221	1618	yes	784	282	22	133
rna-XM_011619305.2	gene-LOC105418773	1044	1773	yes	667	244	19	114
rna-XM_011619306.2	gene-LOC105418774	948	1568	yes	605	217	12	114
rna-XM_029850815.1	gene-LOC105418772	1143	2158	yes	725	277	15	126
rna-XM_011619304.2	gene-LOC105418772	1122	2158	no	711	275	14	122
rna-XM_011619301.2	gene-LOC105418771	1407	3144	yes	895	330	25	157
rna-XM_011619303.2	gene-LOC101075643	1350	3884	yes	870	301	31	148
rna-XM_011619300.2	gene-LOC101073265	2808	11477	yes	1823	503	50	432
rna-XM_003978008.3	gene-LOC101073265	2790	11476	no	1812	500	50	428
rna-XM_011619299.2	gene-c17h6orf120	555	2585	yes	358	100	16	81
rna-XM_029850820.1	gene-c17h6orf120	555	1286	no	358	100	16	81
rna-XM_003978017.3	gene-mrpl21	585	703	yes	364	120	14	87
rna-XM_029850811.1	gene-wipf2	1407	8993	yes	910	170	10	317
rna-XM_003978015.3	gene-cdc6	1725	4364	yes	1084	303	16	322
rna-XM_003978014.2	gene-LOC101074540	810	2718	yes	524	149	5	132
rna-XM_011619297.2	gene-LOC101074318	1131	3046	yes	748	180	32	171
rna-XM_003978006.3	gene-LOC101072885	1134	2957	yes	750	172	30	182
rna-XM_011619293.2	gene-nup133	3384	8498	yes	2170	631	35	548
rna-XM_011619294.2	gene-nup133	3384	8054	no	2170	631	35	548
rna-XM_003978004.3	gene-taf5l	1800	4411	no	1160	314	13	313
rna-XM_011619295.2	gene-taf5l	1800	3929	no	1160	314	13	313
rna-XM_029850785.1	gene-taf5l	1860	3669	yes	1199	323	13	325
rna-XM_003978003.3	gene-capn9	2070	5738	yes	1341	416	33	280
rna-XM_003978002.3	gene-ltv1	1383	4082	yes	890	296	20	177
rna-NM_001360863.1	gene-ifngr1-2	1167	3962	yes	756	209	19	183
rna-XM_029850821.1	gene-smim28	546	1769	yes	345	90	8	103
rna-XM_011619291.2	gene-LOC105418768	513	2200	yes	336	105	8	64
rna-XM_029850803.1	gene-LOC105418385	1755	14705	no	1140	323	34	258
rna-XM_029850800.1	gene-LOC105418385	1785	14705	no	1159	323	34	269
rna-XM_029850802.1	gene-LOC105418385	1758	14705	no	1141	325	34	258
rna-XM_029850799.1	gene-LOC105418385	1788	14705	no	1161	325	35	267
rna-XM_029850801.1	gene-LOC105418385	1767	4972	no	1142	322	34	269
rna-XM_029850798.1	gene-LOC105418385	1794	4933	yes	1167	328	36	263
rna-XM_029850813.1	gene-LOC105419490	1200	5763	yes	776	215	27	182
rna-XM_029850789.1	gene-LOC115253275	1836	43649	no	1188	341	35	272
rna-XM_029850787.1	gene-LOC115253275	1836	43649	yes	1188	341	35	272
rna-XM_029850788.1	gene-LOC115253275	1836	43649	no	1188	341	35	272
rna-XM_029850793.1	gene-LOC115253275	1692	43105	no	1092	320	31	249
rna-XM_029850792.1	gene-LOC115253275	1764	43645	no	1142	330	34	258
rna-XM_029850786.1	gene-LOC115253275	1836	25151	no	1188	341	35	272
rna-XM_029850791.1	gene-LOC115253275	1836	25151	no	1188	341	35	272
rna-XM_029850790.1	gene-LOC115253275	1836	25151	no	1188	341	35	272
rna-XM_029850795.1	gene-LOC115253275	1674	25149	no	1079	314	31	250
rna-XM_029850794.1	gene-LOC115253275	1674	4213	no	1079	314	31	250
rna-XM_029850796.1	gene-LOC115253275	1668	4213	no	1076	313	31	248
rna-XM_029850819.1	gene-LOC105419772	1074	3766	yes	676	210	15	173
rna-XM_029850814.1	gene-LOC115253278	1185	3928	yes	760	243	22	160
rna-XM_029850806.1	gene-LOC105419525	1788	9509	yes	1154	336	35	263
rna-XM_029850808.1	gene-LOC105419525	1584	18105	no	1020	300	32	232
rna-XM_029850805.1	gene-LOC105419525	1788	5412	no	1154	336	35	263
rna-XM_029850807.1	gene-LOC105419525	1758	5411	no	1137	333	36	252
rna-XM_029850810.1	gene-LOC105419526	1299	5313	no	839	240	27	193
rna-XM_029850809.1	gene-LOC105419526	1764	5308	yes	1139	335	34	256
rna-XM_029850816.1	gene-LOC115253280	1092	3694	yes	698	236	15	143
rna-XM_029850817.1	gene-LOC115253280	858	3693	no	551	181	9	117
rna-XM_029850774.1	gene-LOC101071828	5325	13305	yes	3420	977	102	826
rna-XM_011612735.2	gene-ccdc130	1110	3568	no	718	217	17	158
rna-XM_011612734.2	gene-ccdc130	1110	3568	yes	718	217	17	158
rna-XM_003972271.3	gene-LOC101072270	1080	1472	yes	692	226	6	156
rna-XM_003972272.3	gene-wdr83	951	3470	yes	607	188	9	147
rna-XM_003972265.3	gene-wdr83os	321	3066	yes	217	57	5	42
rna-XM_029850435.1	gene-cacna1a	7662	86787	yes	4926	1429	120	1187
rna-XM_029850436.1	gene-cacna1a	7662	86787	no	4927	1428	119	1188
rna-XM_029850437.1	gene-cacna1a	7647	86787	no	4917	1427	120	1183
rna-XM_029850438.1	gene-cacna1a	7647	86787	no	4918	1426	119	1184
rna-XM_029850439.1	gene-cacna1a	7644	86787	no	4916	1426	119	1183
rna-XM_029850441.1	gene-cacna1a	7611	86786	no	4895	1422	118	1176
rna-XM_029850442.1	gene-cacna1a	7464	86785	no	4800	1395	119	1150
rna-XM_029850440.1	gene-cacna1a	7611	86785	no	4894	1423	119	1175
rna-XM_029850443.1	gene-LOC115253217	762	2819	yes	473	148	7	134
rna-XM_011612737.2	gene-ier2	528	1475	yes	330	102	6	90
rna-XM_003972266.3	gene-stx10	774	8543	yes	499	156	11	108
rna-XM_029850135.1	gene-LOC101072943	1761	14617	no	1150	278	14	319
rna-XM_029850136.1	gene-LOC101072943	1761	13684	no	1150	278	14	319
rna-XM_011612738.2	gene-LOC101072943	1761	13683	no	1150	278	14	319
rna-XM_029850133.1	gene-LOC101072943	1794	13452	yes	1172	283	14	325
rna-XM_029850134.1	gene-LOC101072943	1791	13451	no	1170	282	14	325
rna-XM_011612739.2	gene-LOC101072943	1761	12643	no	1150	278	14	319
rna-XM_011612742.2	gene-trmt1	1953	5231	yes	1253	370	24	306
rna-XM_011612744.2	gene-trmt1	1953	5177	no	1253	370	24	306
rna-XM_011612741.2	gene-man2b1	2985	6822	no	1923	547	27	488
rna-XM_003972276.3	gene-man2b1	2988	6822	yes	1925	548	27	488
rna-XM_029850454.1	gene-LOC101073623	1791	7661	no	1118	366	15	292
rna-XM_029850455.1	gene-LOC101073623	1743	7661	no	1086	358	15	284
rna-XM_011612746.2	gene-LOC101073623	1794	7661	yes	1120	367	15	292
rna-XM_029850453.1	gene-LOC101073623	1794	7658	no	1120	367	15	292
rna-XM_011612745.2	gene-LOC101073623	1794	7657	no	1120	367	15	292
rna-XM_003972278.3	gene-LOC101073848	993	7422	yes	633	188	11	161
rna-XM_029851128.1	gene-LOC101074070	2868	102649	yes	1870	493	36	469
rna-XM_029851129.1	gene-LOC101074070	2634	16438	no	1723	448	31	432
rna-XM_003972280.3	gene-LOC101074292	1962	8907	yes	1258	342	33	329
rna-XM_011612749.2	gene-LOC101074292	1962	8882	no	1258	342	33	329
rna-XM_011612750.2	gene-LOC101074292	1629	8466	no	1046	277	28	278
rna-XM_003972267.2	gene-LOC101071380	396	2079	yes	263	76	10	47
rna-XM_029851343.1	gene-LOC101074514	1056	2017	yes	678	164	15	199
