transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_020713118.1	gene-LOC101162880	1110	17628	no	711	191	20	188
rna-XM_020713117.1	gene-LOC101162880	1128	16762	no	721	195	17	195
rna-XM_020713116.1	gene-LOC101162880	1224	16762	yes	781	211	22	210
rna-XM_020713119.1	gene-LOC101162880	990	16522	no	632	170	20	168
rna-XM_011489612.3	gene-LOC101162880	990	16060	no	632	170	20	168
rna-XM_004081681.4	gene-LOC101162880	990	16060	no	632	170	20	168
rna-XM_023951205.1	gene-LOC111946812	3801	5097	yes	2475	791	73	462
rna-XM_004081683.4	gene-stk17b	1068	12304	yes	684	193	16	175
rna-XM_023950856.1	gene-LOC101159710	4458	46355	no	2842	830	60	726
rna-XM_023950854.1	gene-LOC101159710	4551	46354	yes	2901	844	61	745
rna-XM_023950855.1	gene-LOC101159710	4533	46353	no	2889	840	61	743
rna-XM_023950857.1	gene-LOC101159710	3711	27475	no	2366	700	48	597
rna-XM_004081833.3	gene-LOC101159956	948	2460	yes	603	169	24	152
rna-XM_004081684.4	gene-LOC101163619	1698	3606	yes	1123	267	30	278
rna-XM_011489619.3	gene-LOC101160203	4065	20650	no	2605	736	38	686
rna-XM_011489616.3	gene-LOC101160203	4887	25701	yes	3137	897	50	803
rna-XM_011489618.3	gene-LOC101160203	4863	25701	no	3121	894	49	799
rna-XM_011489617.3	gene-LOC101160203	4884	25701	no	3135	896	50	803
rna-XM_023950721.1	gene-LOC101160203	4887	25544	no	3137	897	50	803
rna-XM_011489621.3	gene-LOC101163859	294	5158	yes	191	58	6	39
rna-XM_004081685.4	gene-LOC101163859	198	5155	no	130	34	6	28
rna-XM_004081686.4	gene-LOC101164106	2985	26005	yes	1955	426	27	577
rna-XM_020712894.2	gene-LOC101164106	432	7254	no	278	78	6	70
rna-XM_020712893.2	gene-LOC101164106	453	3600	no	292	78	4	79
rna-XM_004081687.4	gene-LOC101164354	762	49677	yes	498	155	8	101
rna-XM_004081688.4	gene-kctd4	777	1831	yes	492	152	7	126
rna-NM_001164864.2	gene-tpt1	507	3120	yes	334	96	13	64
rna-XM_023950482.1	gene-LOC101160447	9324	23183	no	6024	1752	94	1454
rna-XM_023950481.1	gene-LOC101160447	9405	23183	yes	6078	1768	94	1465
rna-XM_011489628.2	gene-LOC101164852	1041	23866	no	683	215	13	130
rna-XM_023951143.1	gene-LOC101164852	1083	17627	no	698	243	11	131
rna-XM_011489627.2	gene-LOC101164852	1113	17627	no	721	243	12	137
rna-XM_011489626.3	gene-LOC101164852	1215	11993	yes	798	249	14	154
rna-XM_004081689.4	gene-LOC101164852	1185	11991	no	775	249	13	148
rna-XM_020712866.2	gene-LOC101164852	1209	10725	no	795	247	14	153
rna-XM_023951142.1	gene-gcc2	4992	20766	yes	3148	1196	50	598
rna-XM_004081690.4	gene-tmem223	756	1623	yes	479	133	9	135
rna-XM_020713176.1	gene-LOC101160945	1773	11364	yes	1170	249	46	308
rna-XM_004081837.4	gene-LOC101160945	1773	11210	no	1170	249	46	308
rna-XM_011489629.3	gene-LOC101161199	753	5133	yes	492	111	6	144
rna-XM_004081838.3	gene-LOC101161199	753	3313	no	492	111	6	144
rna-XM_011489632.3	gene-fbxo47	1311	7665	yes	837	262	26	186
rna-XM_020713211.2	gene-LOC101165359	627	3957	no	399	142	13	73
rna-XM_020713210.2	gene-LOC101165359	678	3954	yes	432	154	13	79
rna-XM_020713212.2	gene-LOC101165359	588	3952	no	378	131	13	66
rna-XM_011489631.3	gene-LOC101165359	612	3951	no	391	139	13	69
rna-XM_004081692.4	gene-LOC101165359	639	3950	no	411	143	13	72
rna-XM_023951152.1	gene-epha6	2961	205254	yes	1926	509	60	466
rna-XM_020713238.2	gene-epha6	2235	97800	no	1459	371	42	363
rna-XM_011489635.3	gene-LOC105356806	1773	8520	no	1130	350	25	268
rna-XM_023951153.1	gene-LOC105356806	2001	8802	yes	1274	393	27	307
rna-XM_023951154.1	gene-LOC105356806	1998	8802	no	1272	392	27	307
rna-XM_023951155.1	gene-LOC105356806	1620	7694	no	1038	307	26	249
rna-XM_011489636.3	gene-LOC105356806	1998	8794	no	1272	393	27	306
rna-XM_011489633.3	gene-LOC105356805	1257	1835	yes	796	271	16	174
rna-XM_004081841.4	gene-stx19	909	5550	yes	578	204	19	108
rna-XM_011489638.3	gene-epha3	2982	96064	no	1925	544	56	457
rna-XM_011489641.3	gene-epha3	2958	96064	no	1912	535	55	456
rna-XM_004081693.4	gene-epha3	2970	96063	no	1917	540	56	457
rna-XM_011489639.3	gene-epha3	2973	96063	no	1919	540	56	458
rna-XM_011489637.3	gene-epha3	2985	96063	yes	1927	544	56	458
rna-XM_011489640.3	gene-epha3	2961	96063	no	1913	537	55	456
rna-XM_023951128.1	gene-LOC111946794	1491	2168	yes	948	296	22	225
rna-XM_004081842.3	gene-c21h3orf38	915	6434	yes	585	187	10	133
rna-XM_004081843.4	gene-LOC101162407	1527	9333	yes	972	301	17	237
rna-XM_011489642.3	gene-LOC101162407	1179	9331	no	752	228	15	184
rna-XM_011489643.3	gene-znf654	4182	12098	yes	2669	930	47	536
rna-XM_011489645.3	gene-htr1f	1194	30062	yes	782	198	35	179
rna-XM_011489646.3	gene-htr1f	1194	30062	no	782	198	35	179
rna-XM_023951163.1	gene-pou1f1	1122	11572	yes	723	204	17	178
rna-XM_004081694.4	gene-chmp2b	648	11275	yes	427	121	14	86
rna-XM_011489649.3	gene-vgll3	1029	4230	yes	672	185	6	166
rna-XM_020712811.2	gene-edar	1419	36760	no	919	281	13	206
rna-XM_023950455.1	gene-edar	1545	36758	yes	1005	291	22	227
rna-NM_001104759.1	gene-edar	1545	32184	no	1005	291	22	227
rna-XM_023951219.1	gene-sh3rf3	2538	108667	yes	1617	401	25	495
rna-XM_023951220.1	gene-sh3rf3	2466	108667	no	1572	390	24	480
rna-XM_023951222.1	gene-sh3rf3	2454	108667	no	1563	388	24	479
rna-XM_004081695.4	gene-sept10	1284	8958	yes	825	281	16	162
rna-XM_004081847.4	gene-sowahc	1545	3705	yes	961	301	14	269
rna-XM_011489654.3	gene-akap17a	1947	6971	yes	1210	482	14	241
rna-XM_023950847.1	gene-asmt	930	21417	no	592	177	17	144
rna-XM_023950846.1	gene-asmt	1071	21415	yes	685	203	19	164
rna-XM_023950584.1	gene-LOC105356811	867	65842	no	553	162	11	141
rna-XM_023950583.1	gene-LOC105356811	975	49024	yes	616	184	11	164
rna-XM_023950587.1	gene-LOC111946721	744	7343	no	489	151	6	98
rna-XM_023950591.1	gene-LOC111946721	576	7343	no	392	112	7	65
rna-XM_023950589.1	gene-LOC111946721	735	7343	no	484	150	6	95
rna-XM_023950585.1	gene-LOC111946721	849	7343	yes	560	172	6	111
rna-XM_023950592.1	gene-LOC111946721	540	7343	no	377	96	7	60
rna-XM_023950590.1	gene-LOC111946721	654	7343	no	457	115	8	74
rna-XM_023950586.1	gene-LOC111946721	747	5879	no	495	152	3	97
rna-XM_011489671.3	gene-znf148	2442	12630	yes	1555	490	24	373
rna-XM_004081697.4	gene-znf148	2442	11618	no	1555	490	24	373
rna-XM_011489670.3	gene-znf148	2442	11566	no	1555	490	24	373
rna-XM_023950667.1	gene-slc12a8	2250	23583	yes	1454	365	38	393
rna-XM_023950720.1	gene-heg1	3012	11952	yes	1953	477	26	556
rna-XM_020713191.2	gene-kansl1l	2496	11900	no	1576	500	20	400
rna-XM_020713188.2	gene-kansl1l	2544	11457	yes	1608	510	20	406
rna-XM_020713189.2	gene-kansl1l	2541	11457	no	1606	509	20	406
rna-XM_020713190.2	gene-kansl1l	2529	11457	no	1598	506	20	405
rna-XM_020713192.2	gene-kansl1l	2325	11200	no	1467	463	17	378
rna-XM_023951156.1	gene-LOC101164603	5310	84926	yes	3433	1015	51	811
rna-XM_004081699.4	gene-LOC101167500	579	6485	yes	380	98	10	91
rna-XM_023950956.1	gene-cps1	4518	53967	no	2921	769	91	737
rna-XM_023950954.1	gene-cps1	4530	53967	yes	2928	772	92	738
rna-XM_023950955.1	gene-cps1	4518	51896	no	2921	769	91	737
rna-XM_011489669.3	gene-erbb4	4128	298635	yes	2664	778	67	619
rna-XM_004081700.4	gene-ikzf2	1557	20096	yes	1010	297	12	238
rna-XM_023951080.1	gene-ikzf2	1557	19241	no	1010	297	12	238
rna-XM_020713113.2	gene-ikzf2	1485	17945	no	961	283	12	229
rna-XM_020713132.2	gene-vwc2l	717	31497	yes	472	125	7	113
rna-XM_020713133.2	gene-vwc2l	717	31497	no	472	125	7	113
rna-XM_004081856.4	gene-bard1	2397	24366	yes	1530	449	22	396
rna-XM_011489667.3	gene-bard1	2298	24039	no	1464	429	22	383
rna-XM_011489666.3	gene-abca12	14415	61293	yes	9360	2683	276	2096
rna-XM_023951038.1	gene-pofut2	1329	6605	yes	863	250	23	193
rna-XM_004081701.4	gene-LOC101168001	1350	5288	yes	878	235	28	209
rna-XM_011489664.3	gene-LOC101166346	1347	1901	yes	876	230	27	214
rna-XM_004081702.4	gene-LOC101168255	1353	3049	yes	883	230	26	214
rna-XM_020713137.2	gene-dnajb2	948	11456	no	617	193	10	128
rna-XM_004081703.4	gene-dnajb2	948	12036	yes	617	193	10	128
rna-XM_020713138.2	gene-dnajb2	948	11455	no	617	193	10	128
rna-XM_011489661.3	gene-LOC101166592	2751	18856	no	1768	505	38	440
rna-XM_011489660.3	gene-LOC101166592	2799	18856	yes	1798	516	38	447
rna-XM_023950547.1	gene-LOC101166836	1431	5188	yes	919	281	21	210
rna-XM_011489659.3	gene-LOC101167083	1170	28787	yes	750	213	19	188
rna-XM_020712975.2	gene-LOC101167329	1764	18187	no	1157	330	15	262
rna-XM_011489657.3	gene-LOC101167329	1809	18186	yes	1186	336	16	271
rna-XM_011489658.3	gene-LOC101167329	1428	18184	no	927	275	14	212
rna-XM_011489656.3	gene-LOC100125500	1293	7592	yes	838	224	18	213
rna-XM_004081704.4	gene-snx4	1317	8794	yes	851	265	22	179
rna-XM_023950497.1	gene-LOC105356813	1335	24610	yes	879	209	8	239
rna-XM_004081865.4	gene-LOC101167832	1803	8154	no	1179	304	22	298
rna-XM_011489673.3	gene-LOC101167832	1806	8144	yes	1181	305	22	298
rna-XM_011489896.3	gene-LOC101168083	8169	23273	yes	5208	1421	124	1416
rna-XM_023950867.1	gene-LOC101168332	2598	25435	yes	1689	415	33	461
rna-XM_023950516.1	gene-LOC101168583	3717	15476	yes	2333	677	28	679
rna-XM_023951112.1	gene-ercc1	1026	3267	yes	656	197	13	160
rna-XM_011489679.3	gene-prmt2	1278	6043	yes	842	229	11	196
rna-XM_004081871.4	gene-LOC101169324	1047	3323	yes	669	201	8	169
rna-XM_020713046.2	gene-LOC101169324	1047	2568	no	669	201	8	169
rna-XM_023951211.1	gene-LOC101169573	12789	25530	yes	8207	2676	232	1674
rna-XM_023951217.1	gene-LOC101160135	2460	16974	yes	1570	425	38	427
rna-XM_023951212.1	gene-LOC101160383	5985	37253	yes	3854	1233	114	784
rna-XM_023951213.1	gene-LOC101160383	1848	15396	no	1195	374	32	247
rna-XM_023951216.1	gene-dip2a	4641	82825	no	2974	788	65	814
rna-XM_023951214.1	gene-dip2a	4779	82825	yes	3064	811	65	839
rna-XM_023951215.1	gene-dip2a	4749	82824	no	3047	802	65	835
rna-NM_001201516.1	gene-cflar	1383	5184	yes	871	314	26	172
rna-XM_020712904.2	gene-fam126b	1815	44372	no	1150	359	30	276
rna-XM_020712901.2	gene-fam126b	1815	44372	yes	1150	359	30	276
rna-XM_011489686.3	gene-fam126b	1815	44346	no	1150	359	30	276
rna-XM_011489684.3	gene-fam126b	1815	44345	no	1150	359	30	276
rna-XM_011489687.3	gene-fam126b	1641	44341	no	1034	327	25	255
rna-XM_020712905.2	gene-fam126b	1815	44148	no	1150	359	30	276
rna-XM_011489685.3	gene-fam126b	1815	44148	no	1150	359	30	276
rna-XM_020712902.2	gene-fam126b	1815	43492	no	1150	359	30	276
rna-XM_020712903.2	gene-fam126b	1815	29012	no	1150	359	30	276
rna-XM_023950491.1	gene-trpm2	4296	16449	yes	2752	861	80	603
rna-XM_004081875.4	gene-map3k13	3009	26725	yes	1932	558	45	474
rna-XM_011489691.3	gene-map3k13	3009	22705	no	1932	558	45	474
rna-XM_011489689.3	gene-map3k13	3009	17201	no	1932	558	45	474
rna-XM_004081706.4	gene-pfkl	2343	12175	yes	1515	395	47	386
rna-XM_004081707.4	gene-LOC101169821	1413	3378	yes	920	293	19	181
rna-XM_011489693.3	gene-tmem169	909	3289	yes	594	149	14	152
rna-XM_011489692.3	gene-tmem169	909	3287	no	594	149	14	152
rna-XM_004081708.3	gene-xrcc5	2178	7399	yes	1405	436	39	298
rna-XM_023950629.1	gene-LOC101170800	3138	18127	yes	2039	508	63	528
rna-XM_011489695.3	gene-LOC101170800	3117	18126	no	2024	504	63	526
rna-XM_020713337.2	gene-LOC101170800	3117	18126	no	2024	504	63	526
rna-XM_023951082.1	gene-march4	1185	10747	yes	772	187	19	207
rna-XM_023950843.1	gene-smarcal1	2682	11272	yes	1729	476	39	438
rna-XM_004081710.4	gene-LOC101170553	1770	8191	no	1137	368	31	234
rna-XM_020713013.2	gene-LOC101170553	1794	8189	yes	1152	373	31	238
rna-XM_023950671.1	gene-c21h3orf70	861	16719	yes	561	157	14	129
rna-XM_004081711.4	gene-ehhadh	2154	8388	yes	1383	356	23	392
rna-XM_004081713.4	gene-tmem41a	837	7237	yes	526	164	11	136
rna-XM_023950670.1	gene-igf2bp2	1836	45177	yes	1184	314	47	291
rna-NM_001104709.1	gene-tra2b	549	5189	no	340	109	5	95
rna-NM_001104957.1	gene-tra2b	888	3647	yes	552	172	5	159
rna-NM_001104862.1	gene-mc6ast5	852	1618	yes	557	150	17	128
rna-NM_001104738.1	gene-mc6ast4	843	1588	yes	557	150	17	119
rna-XM_011489698.3	gene-LOC101171452	465	2116	no	292	106	10	57
rna-XM_004081714.4	gene-LOC101171452	468	2114	yes	294	106	10	58
rna-XM_023950787.1	gene-ankzf1	2163	4182	no	1368	450	22	323
rna-XM_023950788.1	gene-ankzf1	2154	4182	no	1362	448	21	323
rna-XM_023950786.1	gene-ankzf1	2166	4181	yes	1370	451	22	323
rna-XM_004081882.4	gene-LOC101172034	1896	6559	yes	1230	341	27	298
rna-XM_023950642.1	gene-LOC101172290	6315	56236	yes	4057	1296	101	861
rna-XM_004081716.4	gene-LOC101171955	522	3077	no	337	107	13	65
rna-XM_004081715.4	gene-LOC101171955	528	3077	yes	337	110	13	68
rna-XM_023951086.1	gene-fmnl2	3300	42360	no	2105	675	56	464
rna-XM_023951087.1	gene-fmnl2	3294	40950	no	2102	669	55	468
rna-XM_023951091.1	gene-fmnl2	3255	40929	no	2076	667	57	455
rna-XM_023951089.1	gene-fmnl2	3279	42358	no	2092	671	55	461
rna-XM_023951085.1	gene-fmnl2	3312	42356	yes	2108	682	56	466
rna-XM_023951090.1	gene-fmnl2	3273	40947	no	2089	665	54	465
rna-XM_023951088.1	gene-fmnl2	3291	42353	no	2095	678	55	463
rna-XM_023951092.1	gene-fmnl2	2673	18054	no	1707	548	49	369
rna-XM_011489710.3	gene-prpf40a	2679	13168	yes	1751	518	22	388
rna-XM_011489711.3	gene-prpf40a	2676	13105	no	1749	517	22	388
rna-XM_004081717.4	gene-rprm	312	926	yes	204	54	5	49
rna-XM_023950725.1	gene-galnt13	1743	40235	no	1127	340	31	245
rna-XM_023950723.1	gene-galnt13	1746	40233	no	1129	340	31	246
rna-XM_023950724.1	gene-galnt13	1746	40233	no	1129	340	31	246
rna-XM_023950722.1	gene-galnt13	1746	40233	yes	1129	340	31	246
rna-XM_020712924.1	gene-galnt13	1671	37775	no	1079	328	27	237
rna-XM_023950726.1	gene-galnt13	1716	33852	no	1109	332	31	244
rna-XM_004081721.4	gene-kcnj3	1491	27632	yes	966	273	24	228
rna-XM_023951161.1	gene-LOC101172775	1662	1964	yes	1093	312	5	252
rna-XM_020713168.2	gene-nr4a2	1728	8792	no	1123	314	17	274
rna-XM_011489715.2	gene-nr4a2	1803	8791	yes	1171	326	18	288
rna-XM_004081886.4	gene-galnt5	2277	6575	yes	1457	455	34	331
rna-XM_004081887.3	gene-LOC101173266	852	1327	yes	550	182	9	111
rna-XM_004081888.4	gene-cytip	1080	3071	yes	690	225	14	151
rna-XM_011489716.3	gene-acvr1c	1482	17533	yes	948	283	26	225
rna-XM_011489717.3	gene-acvr1	2046	28465	yes	1318	382	33	313
rna-XM_004081725.4	gene-LOC101174384	597	3735	yes	388	118	6	85
rna-XM_011489720.3	gene-LOC101174384	594	3734	no	387	116	6	85
rna-XM_004081724.3	gene-upp2	942	2032	yes	608	172	20	142
rna-XM_023950639.1	gene-ccdc148	1842	31263	yes	1142	453	14	233
rna-XM_023950641.1	gene-ccdc148	1794	25182	no	1109	446	13	226
rna-XM_023950640.1	gene-ccdc148	1794	25062	no	1109	446	13	226
rna-XM_023950636.1	gene-pkp4	3555	93227	no	2276	637	33	609
rna-XM_023950631.1	gene-pkp4	3639	93172	yes	2329	653	35	622
rna-XM_023950632.1	gene-pkp4	3612	93172	no	2311	649	34	618
rna-XM_023950633.1	gene-pkp4	3585	93172	no	2296	643	34	612
rna-XM_023950637.1	gene-pkp4	3558	93172	no	2278	639	33	608
rna-XM_023950634.1	gene-pkp4	3579	93172	no	2291	643	34	611
rna-XM_023950638.1	gene-pkp4	3552	93172	no	2273	639	33	607
rna-XM_023950635.1	gene-pkp4	3567	54236	no	2283	646	33	605
rna-XM_011489729.3	gene-dapl1	396	1346	yes	258	74	3	61
rna-XM_023951029.1	gene-dapl1	393	1341	no	256	73	3	61
rna-XM_023950779.1	gene-tanc1	5769	110755	yes	3682	1066	67	954
rna-XM_020713038.2	gene-tanc1	5769	110748	no	3682	1066	67	954
rna-XM_023950780.1	gene-tanc1	5739	110748	no	3664	1060	67	948
rna-XM_023950781.1	gene-tanc1	5355	72423	no	3419	988	66	882
rna-XM_023950783.1	gene-LOC110017379	1482	15788	no	945	265	12	260
rna-XM_023950782.1	gene-LOC110017379	1485	15786	yes	947	266	12	260
rna-XM_023950784.1	gene-LOC110017379	1446	15738	no	921	258	12	255
rna-XM_023950785.1	gene-LOC110017379	1230	14635	no	783	218	7	222
rna-XM_023950778.1	gene-LOC101174472	5730	30127	no	3652	1160	75	843
rna-XM_023950777.1	gene-LOC101174472	5790	30127	no	3695	1159	77	859
rna-XM_023950776.1	gene-LOC101174472	5817	30127	yes	3709	1169	77	862
rna-XM_023950480.1	gene-cd302	591	20285	no	391	105	9	86
rna-XM_004081729.4	gene-cd302	732	5604	yes	481	137	11	103
rna-XM_023950479.1	gene-LOC101175607	1182	13767	no	779	193	17	193
rna-XM_004081730.4	gene-LOC101175607	1185	13766	yes	781	194	17	193
rna-XM_004081893.4	gene-tank	1038	7777	yes	668	204	10	156
rna-XM_004081731.4	gene-tbr1	2037	4453	yes	1327	339	29	342
rna-XM_011489733.3	gene-slc4a10	3222	28181	yes	2068	605	70	479
rna-XM_020713101.2	gene-slc4a10	3180	28181	no	2044	595	70	471
rna-XM_020713100.2	gene-slc4a10	3198	27103	no	2057	597	70	474
rna-XM_011489734.3	gene-LOC101155154	474	2040	no	304	102	4	64
rna-XM_020713102.2	gene-LOC101155154	477	2036	yes	306	103	4	64
rna-XM_011489737.3	gene-LOC101175205	2247	14500	yes	1485	409	38	315
rna-XM_020712909.2	gene-ifih1	2889	12977	no	1848	608	68	365
rna-XM_004081896.4	gene-ifih1	2925	12976	yes	1872	615	70	368
rna-XM_011489738.3	gene-LOC101175693	3441	43809	yes	2207	666	70	498
rna-XM_020713009.2	gene-LOC101175693	2934	40885	no	1885	567	64	418
rna-XM_011489739.3	gene-fign	2229	31576	no	1444	387	34	364
rna-XM_004081733.4	gene-fign	2262	31576	yes	1466	392	36	368
rna-XM_020713008.2	gene-fign	2262	30525	no	1466	392	36	368
rna-XM_020712967.2	gene-grb14	1278	22153	no	828	257	18	175
rna-XM_004081735.4	gene-grb14	1575	22149	yes	1012	328	27	208
rna-XM_011489740.2	gene-grb14	1188	21104	no	764	248	20	156
rna-XM_020712965.2	gene-grb14	1341	15995	no	860	278	24	179
rna-XM_011489744.3	gene-cobll1	2844	27340	no	1824	502	27	491
rna-XM_011489741.3	gene-cobll1	2877	25515	no	1845	508	28	496
rna-XM_011489745.2	gene-cobll1	2703	25379	no	1735	474	27	467
rna-XM_020712845.1	gene-cobll1	2934	23733	no	1881	524	28	501
rna-XM_020712844.1	gene-cobll1	2934	23733	no	1881	524	28	501
rna-XM_020712843.1	gene-cobll1	2937	23733	no	1883	525	28	501
rna-XM_020712842.1	gene-cobll1	2937	23733	yes	1883	525	28	501
rna-XM_020712846.2	gene-cobll1	2703	13988	no	1735	474	27	467
rna-XM_011489748.3	gene-cobll1	2703	12951	no	1735	474	27	467
rna-XM_023950805.1	gene-slc38a11	966	9245	no	621	145	33	167
rna-XM_004081736.4	gene-slc38a11	1356	5679	yes	870	206	48	232
rna-XM_011489902.3	gene-LOC101155239	5928	35970	yes	3848	1177	147	756
rna-XM_023950804.1	gene-LOC101155239	5166	30433	no	3367	1008	133	658
rna-XM_004081737.4	gene-ttc21b	3957	15671	yes	2532	816	69	540
rna-XM_023950749.1	gene-galnt3	1875	7662	yes	1209	354	32	280
rna-XM_011489750.3	gene-csrnp3	1839	21839	no	1171	395	22	251
rna-XM_004081901.4	gene-csrnp3	1851	21838	yes	1179	397	22	253
rna-XM_011489751.3	gene-csrnp3	1788	9303	no	1141	381	19	247
rna-XM_023950750.1	gene-csrnp3	1500	6283	no	960	324	17	199
rna-XM_011489752.3	gene-xirp2	9729	19566	yes	6351	1889	167	1322
rna-XM_004081738.4	gene-b3galt1	987	50455	yes	648	187	25	127
rna-XM_011489753.3	gene-stk39	1635	21404	yes	1048	317	26	244
rna-XM_011489754.3	gene-stk39	1431	17528	no	920	275	24	212
rna-XM_004081903.4	gene-stk39	1518	17528	no	975	295	25	223
rna-XM_004081904.4	gene-cers6	1182	15549	yes	773	224	25	160
rna-XM_011489755.2	gene-nostrin	1707	5698	yes	1085	384	31	207
rna-XM_011489756.2	gene-nostrin	1704	5698	no	1083	384	31	206
rna-XM_011489757.2	gene-nostrin	1581	5698	no	1003	353	27	198
rna-XM_004081739.4	gene-spc25	714	4212	yes	463	148	20	83
rna-XM_020713124.2	gene-g6pc2	1074	1986	yes	704	192	24	154
rna-XM_011489904.3	gene-abcb11	3921	12887	yes	2517	698	98	608
rna-XM_004081741.4	gene-LOC101157170	960	6703	yes	623	168	12	157
rna-XM_011489765.2	gene-LOC101157407	1032	5350	yes	658	188	18	168
rna-XM_011489764.3	gene-lrp2	13971	56075	no	9118	2713	223	1917
rna-XM_011489763.3	gene-lrp2	13986	56075	no	9127	2718	223	1918
rna-XM_020713106.2	gene-lrp2	14049	56075	yes	9165	2729	224	1931
rna-XM_020713107.2	gene-lrp2	14034	55216	no	9156	2724	224	1930
rna-XM_011489762.3	gene-lrp2	14022	55216	no	9148	2724	224	1926
rna-XM_020713109.1	gene-lrp2	13890	51297	no	9063	2694	222	1911
rna-XM_020713111.2	gene-LOC101157406	885	4877	no	561	225	15	84
rna-XM_020713110.2	gene-LOC101157406	993	4362	yes	635	243	16	99
rna-XM_023951224.1	gene-LOC101157406	924	4229	no	587	235	15	87
rna-XM_020712826.2	gene-LOC101157899	3666	16649	no	2343	620	58	645
rna-XM_004081910.4	gene-LOC101157899	3669	16646	yes	2345	621	58	645
rna-XM_004081743.4	gene-bbs5	1029	4316	yes	656	203	26	144
rna-XM_004081744.4	gene-klhl41	1794	2744	yes	1165	361	31	237
rna-XM_004081911.4	gene-fastkd1	2493	6660	yes	1581	509	45	358
rna-XM_020712827.2	gene-fastkd1	2163	5581	no	1368	441	39	315
rna-XM_004081912.4	gene-ppig	2064	7313	yes	1299	510	13	242
rna-XM_004081913.4	gene-ccdc173	1644	4410	yes	1055	388	23	178
rna-XM_023950824.1	gene-ccdc173	1326	4254	no	853	322	19	132
rna-XM_004081745.4	gene-phgdh	1734	6036	yes	1120	289	30	295
rna-XM_004081914.4	gene-klhl23	1776	3727	yes	1140	353	34	249
rna-XM_020712828.2	gene-klhl23	1602	3727	no	1025	321	32	224
rna-XM_004081746.4	gene-ssb	1203	8037	yes	766	274	10	153
rna-XM_004081747.4	gene-mettl5	627	2830	yes	406	127	12	82
rna-XM_023950543.1	gene-ubr3	4458	29165	no	2897	857	58	646
rna-XM_023950541.1	gene-ubr3	5562	37080	yes	3613	1053	72	824
rna-XM_023950542.1	gene-ubr3	5529	37080	no	3592	1046	72	819
rna-XM_020713272.2	gene-myo3b	4005	73317	yes	2548	813	79	565
rna-XM_023950544.1	gene-myo3b	3984	73317	no	2536	807	79	562
rna-XM_023950545.1	gene-myo3b	3984	73317	no	2535	807	79	563
rna-XM_023950546.1	gene-myo3b	3963	73317	no	2523	801	79	560
rna-XM_004081748.4	gene-sp5	1116	3427	yes	712	211	7	186
rna-XM_020712971.1	gene-gad1	1791	15929	yes	1156	341	30	264
rna-XM_020712972.1	gene-gad1	1791	15929	no	1156	341	30	264
rna-XM_004081749.4	gene-gad1	1791	15928	no	1156	341	30	264
rna-XM_020712973.1	gene-gad1	1650	15927	no	1064	325	30	231
rna-XM_004081750.4	gene-gorasp2	1122	6661	yes	726	169	17	210
rna-XM_011489773.3	gene-tlk1	2148	8531	yes	1359	473	36	280
rna-XM_020713245.2	gene-tlk1	2148	8448	no	1359	473	36	280
rna-XM_004081751.4	gene-tlk1	2148	8354	no	1359	473	36	280
rna-XM_011489772.3	gene-tlk1	2148	5983	no	1359	473	36	280
rna-XM_011489771.3	gene-mettl8	1182	3956	yes	761	253	18	150
rna-XM_011489769.3	gene-dcaf17	1527	6945	yes	975	307	31	214
rna-XM_004081752.4	gene-LOC101159870	807	1738	yes	524	130	18	135
rna-XM_020713233.2	gene-dync1i2	1914	20529	no	1253	333	20	308
rna-XM_020713234.2	gene-dync1i2	1884	20529	no	1232	331	20	301
rna-XM_020713235.2	gene-dync1i2	1824	20529	no	1193	322	20	289
rna-XM_020713232.2	gene-dync1i2	2007	20529	yes	1312	353	20	322
rna-XM_011489777.3	gene-dync1i2	1977	20529	no	1291	351	20	315
rna-XM_011489779.3	gene-dync1i2	1881	20529	no	1230	331	20	300
rna-XM_004081753.4	gene-dync1i2	1917	20529	no	1252	342	20	303
rna-XM_011489780.3	gene-dync1i2	1821	20529	no	1191	322	20	288
rna-XM_023950496.1	gene-slc25a12	2019	20651	yes	1295	352	36	336
rna-XM_004081755.4	gene-hat1	1227	15143	yes	793	254	17	163
rna-XM_004081756.4	gene-dlx1	762	2136	yes	498	124	6	134
rna-NM_001104820.1	gene-dlx2	834	2211	yes	544	144	9	137
rna-XM_023950512.1	gene-itga6	3237	26301	yes	2090	602	57	488
rna-XM_023950513.1	gene-itga6	3234	26301	no	2088	601	57	488
rna-XM_023950514.1	gene-itga6	3177	25774	no	2046	593	57	481
rna-XM_023950515.1	gene-itga6	3177	25773	no	2046	593	57	481
rna-XM_004081757.4	gene-nup62	1662	2225	yes	1084	222	14	342
rna-XM_004081758.4	gene-pdk1	1218	3958	yes	786	232	21	179
rna-XM_011489781.3	gene-LOC101160368	4248	25119	yes	2724	880	41	603
rna-XM_011489786.3	gene-LOC101160368	4083	24263	no	2621	847	39	576
rna-XM_011489784.3	gene-LOC101160368	4200	24263	no	2695	868	41	596
rna-XM_011489782.3	gene-LOC101160368	4245	24263	no	2723	878	41	603
rna-XM_011489785.3	gene-LOC101160368	4086	24263	no	2622	849	39	576
rna-XM_011489783.3	gene-LOC101160368	4203	24263	no	2696	870	41	596
rna-XM_004081920.4	gene-LOC101160608	3063	33919	yes	1954	625	54	430
